date,rank,ranking changes,title,artist,score,seqmom,release,genre
2022.04.30,15,-1,다정히 내 이름을 부르면,"경서예지, 전건호",53550886,2165559,2021.05.19,발라드
2022.04.30,16,-,신호등,이무진,53465748,2160835,2021.05.14,댄스/팝
2022.04.30,17,+1,Stay,"The Kid LAROI, Justin Bieber",49212224,2198878,2021.07.09,팝
2022.04.30,18,-5,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,47764246,2267913,2021.11.13,랩/힙합
2022.04.30,19,+1,드라마,아이유 (IU),47449145,2298492,2021.12.29,포크/어쿠스틱
2022.04.30,20,-8,언제나 사랑해,케이시 (Kassy),46612456,2318393,2022.02.07,발라드
2022.04.30,21,+8,존재만으로,원슈타인 (Wonstein),44977001,2326963,2022.02.26,댄스/팝
2022.04.30,22,+48,버퍼링 (Glitch Mode),NCT DREAM,44877051,2347659,2022.03.28,댄스/팝
2022.04.30,23,+2,strawberry moon,아이유 (IU),41686627,2254559,2021.10.19,댄스/팝
2022.04.30,24,+93,MY BAG,(여자)아이들,41485170,2338094,2022.03.14,댄스/팝
2022.04.30,25,-1,Next Level,aespa,41055577,2165746,2021.05.17,댄스/팝
2022.04.30,26,-7,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),40298936,2272216,2021.11.20,랩/힙합
2022.04.30,27,HOT,Real Love,오마이걸 (OH MY GIRL),39884616,2347699,2022.03.28,댄스/팝
2022.04.30,28,new,LOVE me,BE`O (비오),39781694,2355956,2022.04.12,랩/힙합
2022.04.30,29,-14,Step Back,GOT the beat,39688609,2302482,2022.01.03,댄스/팝
2022.04.30,30,-21,abcdefu,GAYLE,39010973,2222507,2021.08.13,팝
2022.04.30,31,-1,Weekend,태연 (TAEYEON),37945081,2198770,2021.07.06,댄스/팝
2022.04.30,32,+1,너를 생각해,주시크 (Joosiq),36927715,2240889,2021.09.22,인디
2022.04.30,33,+3,라일락,아이유 (IU),36868456,2130285,2021.03.25,댄스/팝
2022.04.30,34,-12,눈이 오잖아 (Feat.헤이즈),이무진,36177314,2280274,2021.12.03,발라드
2022.04.30,35,-12,호랑수월가,탑현,35463045,2306092,2022.01.15,발라드
2022.04.30,36,+65,"스물다섯, 스물하나",자우림,34416743,572643,2013.10.14,락/메탈
2022.04.30,37,-20,어제처럼,폴킴,34229791,2328683,2022.02.27,발라드
2022.04.30,38,-10,Counting Stars (Feat. Beenzino),BE`O (비오),33753242,2287362,2021.12.12,랩/힙합
2022.04.30,39,-1,Dynamite,방탄소년단,32981534,2016166,2020.08.21,댄스/팝
2022.04.30,40,-8,바라만 본다,MSG워너비(M.O.M),32928855,2188339,2021.06.26,발라드
2022.04.30,41,+46,사랑인걸,한동근,32404344,2336679,2022.03.13,발라드
2022.04.30,42,-3,Butter,방탄소년단,31976995,2165376,2021.05.21,댄스/팝
2022.04.30,43,+10,Starlight,태일 (TAEIL),31708613,2320698,2022.02.13,댄스/팝
2022.04.30,44,-17,Dreams Come True,aespa,31621717,2292703,2021.12.20,댄스/팝
2022.04.30,45,-4,Celebrity,아이유 (IU),31111184,2100132,2021.03.25,댄스/팝
2022.04.30,46,-15,Savage,aespa,30956956,2247253,2021.10.05,댄스/팝
2022.04.30,47,-26,"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인 (Whee In),30427999,2320681,2022.02.13,발라드
2022.04.30,48,-8,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",30201367,1988115,2020.06.20,랩/힙합
2022.04.30,49,+13,Blueming,아이유 (IU),30175442,1874197,2019.11.18,댄스/팝
2022.04.30,50,new,내가 아니라도,주호,30057169,2343328,2022.03.25,발라드
2022.04.30,51,+9,이제 나만 믿어요,임영웅,29798108,1948682,2020.04.03,성인가요
2022.04.30,52,-7,Bad Habits,Ed Sheeran,29619353,2188906,2021.10.29,팝
2022.04.30,53,+95,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",29603189,668831,2014.04.08,댄스/팝
2022.04.30,54,-10,Permission to Dance,방탄소년단,29427808,2198608,2021.07.09,댄스/팝
2022.04.30,55,-4,너의 모든 순간,성시경,28885524,635033,2014.02.12,발라드
2022.04.30,56,HOT,벚꽃 엔딩,버스커 버스커 (Busker Busker),28135671,241360,2012.03.29,포크/어쿠스틱
2022.04.30,57,+8,내 손을 잡아,아이유 (IU),27967874,106556,2011.05.25,OST
2022.04.30,58,-2,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,27920138,1488659,2018.03.20,발라드
2022.04.30,59,+5,고백,멜로망스(Melomance),27810946,2229166,2021.08.29,발라드
2022.04.30,60,new,아무래도 난,주시크 (Joosiq),27715687,2347887,2022.03.30,인디
2022.04.30,61,-24,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식(Basick),27541679,2272214,2021.11.20,랩/힙합
2022.04.30,62,-5,밤하늘의 별을(2020),경서,27470015,2061610,2020.11.14,인디
2022.04.30,63,-4,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),26974827,2239874,2021.09.19,인디
2022.04.30,64,-10,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),26726480,1846563,2019.09.25,포크/어쿠스틱
2022.04.30,65,-19,내 생에 아름다운,이예준,26658755,2332254,2022.03.06,발라드
2022.04.30,66,-19,문득,BE`O (비오),26593413,2154356,2021.05.02,랩/힙합
2022.04.30,67,+8,봄날,방탄소년단,26218064,1192402,2017.02.13,랩/힙합
2022.04.30,68,-16,낙하 (with 아이유),AKMU (악뮤),25801330,2211516,2021.07.26,댄스/팝
2022.04.30,69,-11,헤픈 우연,헤이즈 (Heize),25761894,2165550,2021.05.20,알앤비/소울
2022.04.30,70,-15,My Universe,"Coldplay, 방탄소년단",25704868,2240545,2021.09.24,팝
2022.04.30,71,-29,서랍,10cm,25637264,2284305,2021.12.07,포크/어쿠스틱
2022.04.30,72,-,Dun Dun Dance,오마이걸 (OH MY GIRL),25455637,2161253,2021.05.10,댄스/팝
2022.04.30,73,-10,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,25343067,2127250,2021.03.20,랩/힙합
2022.04.30,74,+5,다시 사랑한다면 (김필 Ver.),임영웅,25047335,2169991,2021.05.25,성인가요
2022.04.30,75,-40,겨울잠,아이유 (IU),24946716,2298490,2021.12.29,포크/어쿠스틱
2022.04.30,76,-42,Can`t Control Myself,태연 (TAEYEON),24182984,2309184,2022.01.17,발라드
2022.04.30,77,-6,Off My Face,Justin Bieber,24118941,2126959,2021.03.19,팝
2022.04.30,78,+71,벚꽃이 피면 우리 그만 헤어져,벤 (Ben),23908857,2342500,2022.03.22,발라드
2022.04.30,79,-11,롤린 (Rollin`),브레이브걸스 (Brave Girls),23764926,1205117,2017.03.07,댄스/팝
2022.04.30,80,+26,DAYDREAM,하이라이트(Highlight),23416782,2342418,2022.03.21,댄스/팝
2022.04.30,81,new,That`s Hilarious,Charlie Puth,23232578,2352479,2022.04.08,팝
