,Unnamed: 0,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,0,2018-01-31 23:59,1,그날처럼,장덕철 ,"215,957,136",55,댄스/팝,2017.11.28
1,1,2018-01-31 23:59,2,instagram,DEAN ,"164,021,171",26,알앤비/소울,2017.12.26
2,2,2018-01-31 23:59,3,비행운,문문 (MoonMoon) ,"151,749,297",5,인디,2016.11.10
3,3,2018-01-31 23:59,4,#첫사랑,볼빨간사춘기 ,"149,568,914",new,인디,2018.01.10
4,4,2018-01-31 23:59,5,선물,멜로망스(Melomance) ,"140,433,130",1,인디,2017.07.10
5,5,2018-01-31 23:59,6,겨울소리,박효신 ,"127,913,224",HOT,발라드,2018.01.01
6,6,2018-01-31 23:59,7,Heart Shaker,TWICE ,"126,764,397",4,댄스/팝,2017.12.11
7,7,2018-01-31 23:59,8,답장,김동률 ,"124,581,995",new,발라드,2018.01.11
8,8,2018-01-31 23:59,9,Havana (Feat. Young Thug),Camila Cabello ,"116,626,848",13,팝,2018.01.12
9,9,2018-01-31 23:59,10,밤이 되니까,펀치 (Punch) ,"107,959,349",1,알앤비/소울,2017.09.29
10,10,2018-01-31 23:59,11,기억의 빈자리,나얼 ,"103,097,098",10,발라드,2017.11.29
11,11,2018-01-31 23:59,12,주인공,선미 ,"102,983,679",new,댄스/팝,2018.01.18
12,12,2018-01-31 23:59,13,좋니,윤종신 ,"97,958,317",3,발라드,2017.06.22
13,13,2018-01-31 23:59,14,좋아,"윤종신, 민서 ","94,194,139",8,발라드,2017.11.15
14,14,2018-01-31 23:59,15,피카부 (Peek-A-Boo),레드벨벳(Red Velvet) ,"88,971,642",8,댄스/팝,2017.11.17
15,15,2018-01-31 23:59,16,LIKEY,TWICE ,"82,415,122",4,댄스/팝,2017.10.30
16,16,2018-01-31 23:59,17,Lonely (Feat. 태연),종현 (JONGHYUN) ,"81,389,703",4,알앤비/소울,2017.04.24
17,17,2018-01-31 23:59,18,all of my life,박원 ,"80,483,236",1,댄스/팝,2017.07.27
18,18,2018-01-31 23:59,19,DNA,방탄소년단 ,"77,679,931",5,댄스/팝,2017.09.18
19,19,2018-01-31 23:59,20,"그때의 나, 그때의 우리",어반 자카파 (Urban Zakapa) ,"74,106,642",9,댄스/팝,2017.11.08
20,20,2018-01-31 23:59,21,Universe,EXO ,"73,609,680",15,발라드,2017.12.26
21,21,2018-01-31 23:59,22,썸 탈꺼야,볼빨간사춘기 ,"72,459,675",5,인디,2017.09.28
22,22,2018-01-31 23:59,23,그리워하다,비투비 (BTOB) ,"72,196,306",5,댄스/팝,2017.10.16
23,23,2018-01-31 23:59,24,눈 (Feat. 이문세),자이언티(Zion.T) ,"71,255,541",22,발라드,2017.12.04
24,24,2018-01-31 23:59,25,Beautiful,Wanna One (워너원) ,"71,190,423",20,댄스/팝,2017.11.13
25,25,2018-01-31 23:59,26,이 별,길구봉구 ,"68,036,663",4,발라드,2017.09.18
26,26,2018-01-31 23:59,27,밤편지,아이유 (IU) ,"67,274,433",4,발라드,2017.03.24
27,27,2018-01-31 23:59,28,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 ,"66,923,571",7,랩/힙합,2017.09.04
28,28,2018-01-31 23:59,29,Roller Coaster,청하 ,"66,213,121",new,댄스/팝,2018.01.17
29,29,2018-01-31 23:59,30,다른사람을 사랑하고 있어,수지 ,"65,791,707",new,발라드,2018.01.29
30,30,2018-01-31 23:59,31,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH) ,"64,784,048",17,랩/힙합,2017.10.23
31,31,2018-01-31 23:59,32,가시나,선미 ,"64,628,151",-,댄스/팝,2017.08.22
32,32,2018-01-31 23:59,33,사랑을 했다 (LOVE SCENARIO),iKON ,"62,920,878",new,랩/힙합,2018.01.25
33,33,2018-01-31 23:59,34,Shape of You,Ed Sheeran ,"60,516,595",4,락,2017.03.03
34,34,2018-01-31 23:59,35,비밀정원,오마이걸 (OH MY GIRL) ,"60,017,877",new,댄스/팝,2018.01.09
35,35,2018-01-31 23:59,36,첫눈처럼 너에게 가겠다,에일리 (Ailee) ,"58,948,879",1,OST,2017.01.07
36,36,2018-01-31 23:59,37,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"57,969,818",4,랩/힙합,2017.06.26
37,37,2018-01-31 23:59,38,There`s Nothing Holdin` Me Back,Shawn Mendes ,"57,860,615",15,팝,2017.04.21
38,38,2018-01-31 23:59,39,한숨,이하이 ,"57,418,166",4,알앤비/소울,2016.03.09
39,39,2018-01-31 23:59,40,Tell Me,인피니트 (Infinite) ,"55,757,671",new,댄스/팝,2018.01.08
40,40,2018-01-31 23:59,41,바보야,허각 ,"55,431,461",16,발라드,2017.11.27
41,41,2018-01-31 23:59,42,나의 사춘기에게,볼빨간사춘기 ,"55,253,742",13,인디,2017.09.28
42,42,2018-01-31 23:59,43,노력,박원 ,"55,160,147",-,발라드,2016.11.17
43,43,2018-01-31 23:59,44,그 사람을 아나요,임창정 ,"53,979,910",18,발라드,2017.10.23
44,44,2018-01-31 23:59,45,봄날,방탄소년단 ,"52,877,195",4,댄스/팝,2017.02.13
45,45,2018-01-31 23:59,46,덜덜덜,EXID ,"52,817,118",12,댄스/팝,2017.11.07
46,46,2018-01-31 23:59,47,뿜뿜,모모랜드 (MOMOLAND) ,"52,076,964",new,댄스/팝,2018.01.03
47,47,2018-01-31 23:59,48,에너제틱 (Energetic),Wanna One (워너원) ,"49,735,336",6,댄스/팝,2017.08.07
48,48,2018-01-31 23:59,49,마지막처럼,BLACKPINK ,"49,699,613",1,댄스/팝,2017.06.22
49,49,2018-01-31 23:59,50,미안해,양다일 ,"49,133,819",HOT,발라드,2017.12.29
50,50,2018-01-31 23:59,51,Blue,볼빨간사춘기 ,"48,977,616",10,인디,2017.09.28
51,51,2018-01-31 23:59,52,빨간 맛 (Red Flavor),레드벨벳(Red Velvet) ,"48,839,883",5,댄스/팝,2017.07.09
52,52,2018-01-31 23:59,53,빛이 나 (Shinin`),종현 (JONGHYUN) ,"48,067,127",new,댄스/팝,2018.01.23
53,53,2018-01-31 23:59,54,REALLY REALLY,위너(WINNER) ,"47,186,166",1,댄스/팝,2017.04.04
54,54,2018-01-31 23:59,55,눈 떠보니 이별이더라,포맨 (4Men) ,"45,764,034",16,댄스/팝,2017.10.24
55,55,2018-01-31 23:59,56,짙어져,멜로망스(Melomance) ,"45,639,572",6,댄스/팝,2017.10.15
56,56,2018-01-31 23:59,57,가을 안부,먼데이 키즈 (Monday Kiz) ,"45,082,727",17,발라드,2017.10.14
57,57,2018-01-31 23:59,58,뻔한 이별,"소유 (SOYOU), 성시경 ","44,963,607",38,발라드,2017.12.13
58,58,2018-01-31 23:59,59,매일 듣는 노래 (A Daily Song),황치열 ,"44,039,595",8,발라드,2017.06.13
59,59,2018-01-31 23:59,60,고민보다 Go,방탄소년단 ,"43,224,952",8,댄스/팝,2017.09.18
60,60,2018-01-31 23:59,61,Santa Tell Me,Ariana Grande ,"43,116,073",45,캐롤,2014.11.24
61,61,2018-01-31 23:59,62,바보에게 바보가,지아 (Zia) ,"42,982,905",35,댄스/팝,2017.12.12
62,62,2018-01-31 23:59,63,Ko Ko Bop,EXO ,"42,822,610",1,댄스/팝,2017.07.18
63,63,2018-01-31 23:59,64,가을 아침,아이유 (IU) ,"41,972,577",19,포크/어쿠스틱,2017.09.22
64,64,2018-01-31 23:59,65,남이 될 수 있을까,"볼빨간 사춘기, 스무살 ","41,831,155",11,인디,2017.06.13
65,65,2018-01-31 23:59,66,빈차 (Feat. 오혁),에픽하이 (EPIK HIGH) ,"41,714,162",26,랩/힙합,2017.10.23
66,66,2018-01-31 23:59,67,팔레트 (Feat. G-DRAGON),아이유 (IU) ,"40,198,717",8,댄스/팝,2017.04.21
67,67,2018-01-31 23:59,68,사랑한다 말해도 (Feat. 이소라),김동률 ,"40,071,183",new,발라드,2018.01.11
68,68,2018-01-31 23:59,69,좋았을걸,헤이즈 (Heize) ,"39,432,617",17,발라드,2017.12.14
69,69,2018-01-31 23:59,70,칠해줘,마마무 (Mamamoo) ,"39,339,821",new,댄스/팝,2018.01.04
70,70,2018-01-31 23:59,71,꽃이야,JBJ ,"38,606,497",new,댄스/팝,2018.01.17
71,71,2018-01-31 23:59,72,사랑하지 않은 것처럼,버즈 (Buzz) ,"38,561,811",15,발라드,2017.07.28
72,72,2018-01-31 23:59,73,떠나지마요,블락비 (Block B) ,"36,439,294",new,발라드,2018.01.08
73,73,2018-01-31 23:59,74,폰서트,10cm ,"36,244,035",5,인디,2017.09.01
74,74,2018-01-31 23:59,75,Closer (Feat. Halsey),The Chainsmokers ,"36,052,153",2,팝,2016.11.04
75,75,2018-01-31 23:59,76,널 너무 모르고,헤이즈 (Heize) ,"35,827,214",18,랩/힙합,2017.06.26
76,76,2018-01-31 23:59,77,어디에도,엠씨더맥스 (M.C The Max) ,"35,259,046",-,댄스/팝,2016.01.28
77,77,2018-01-31 23:59,78,MIC Drop,방탄소년단 ,"34,950,944",8,댄스/팝,2017.09.18
78,78,2018-01-31 23:59,79,처음부터 너와 나,볼빨간사춘기 ,"34,896,865",12,OST,2017.05.17
79,79,2018-01-31 23:59,80,HandClap,Fitz & The Tantrums ,"33,921,687",55,팝,2017.07.24
80,80,2018-01-31 23:59,81,Power,EXO ,"33,530,482",27,댄스/팝,2017.09.05
81,81,2018-01-31 23:59,82,오늘 취하면 (Feat.창모) (Prod. SUGA),수란 (SURAN) ,"32,883,097",11,댄스/팝,2017.04.27
82,82,2018-01-31 23:59,83,갖고 싶어,Wanna One (워너원) ,"32,760,853",37,댄스/팝,2017.11.13
83,83,2018-01-31 23:59,84,지나갈 테니 (Been Through),EXO ,"32,705,146",39,발라드,2017.12.26
84,84,2018-01-31 23:59,85,Bad Boy,레드벨벳(Red Velvet) ,"32,553,821",new,댄스/팝,2018.01.29
85,85,2018-01-31 23:59,86,This Christmas,태연 (TAEYEON) ,"32,545,392",71,댄스/팝,2017.12.12
86,86,2018-01-31 23:59,87,"노땡큐 (Feat. MINO, 사이먼 도미닉, 더콰이엇)",에픽하이 (EPIK HIGH) ,"32,257,310",27,랩/힙합,2017.10.23
87,87,2018-01-31 23:59,88,바람이 불었으면 좋겠어,길구봉구 ,"31,701,154",6,발라드,2014.01.03
88,88,2018-01-31 23:59,89,Marry Me,"마크툽 (MAKTUB), 구윤회 ","30,985,459",13,인디,2014.08.04
89,89,2018-01-31 23:59,90,너 없는 시간들,다비치 ,"30,159,377",new,발라드,2018.01.25
90,90,2018-01-31 23:59,91,피 땀 눈물,방탄소년단 ,"29,833,981",1,댄스/팝,2016.10.10
91,91,2018-01-31 23:59,92,하루의 끝 (End of a day),종현 (JONGHYUN) ,"29,270,223",44,발라드,2015.09.17
92,92,2018-01-31 23:59,93,잠 못 드는 밤 비는 내리고,아이유 (IU) ,"28,660,480",27,포크/어쿠스틱,2017.09.22
93,93,2018-01-31 23:59,94,Stay,EXO ,"28,310,280",48,발라드,2017.12.26
94,94,2018-01-31 23:59,95,우리 둘만 아는,윤건 ,"27,533,519",HOT,발라드,2017.10.31
95,95,2018-01-31 23:59,96,What Lovers Do (Feat. SZA),Maroon 5 ,"26,369,214",9,팝,2017.11.03
96,96,2018-01-31 23:59,97,Lip & Hip,현아 (HyunA) ,"26,212,696",53,댄스/팝,2017.12.04
97,97,2018-01-31 23:59,98,Something Just Like This,"The Chainsmokers, Coldplay ","25,922,831",7,일렉트로닉,2017.04.07
98,98,2018-01-31 23:59,99,Fall,EXO ,"24,228,009",55,발라드,2017.12.26
99,99,2018-01-31 23:59,100,Good Night,EXO ,"23,746,177",60,발라드,2017.12.26
100,0,2018-02-28 23:59:59,1,사랑을 했다 (LOVE SCENARIO),iKON ,"233,511,518",32,랩/힙합,2018.01.25
101,1,2018-02-28 23:59:59,2,Bad Boy,레드벨벳(Red Velvet) ,"164,658,693",83,댄스/팝,2018.01.29
102,2,2018-02-28 23:59:59,3,그날처럼,장덕철 ,"164,316,262",2,댄스/팝,2017.11.28
103,3,2018-02-28 23:59:59,4,뿜뿜,모모랜드 (MOMOLAND) ,"157,825,109",43,댄스/팝,2018.01.03
104,4,2018-02-28 23:59:59,5,주인공,선미 ,"121,244,630",7,댄스/팝,2018.01.18
105,5,2018-02-28 23:59:59,6,그때 헤어지면 돼,로이킴 ,"119,918,082",new,발라드,2018.02.12
106,6,2018-02-28 23:59:59,7,Havana (Feat. Young Thug),Camila Cabello ,"117,375,397",2,팝,2018.01.12
107,7,2018-02-28 23:59:59,8,Roller Coaster,청하 ,"114,970,563",21,댄스/팝,2018.01.17
108,8,2018-02-28 23:59:59,9,선물,멜로망스(Melomance) ,"113,538,340",4,인디,2017.07.10
109,9,2018-02-28 23:59:59,10,비행운,문문 (MoonMoon) ,"107,980,146",7,인디,2016.11.10
110,10,2018-02-28 23:59:59,11,#첫사랑,볼빨간사춘기 ,"102,951,058",7,인디,2018.01.10
111,11,2018-02-28 23:59:59,12,눈사람,정승환 ,"100,875,011",new,발라드,2018.02.19
112,12,2018-02-28 23:59:59,13,instagram,DEAN ,"97,214,259",11,알앤비/소울,2017.12.26
113,13,2018-02-28 23:59:59,14,다른사람을 사랑하고 있어,수지 ,"85,296,819",16,발라드,2018.01.29
114,14,2018-02-28 23:59:59,15,밤이 되니까,펀치 (Punch) ,"85,187,672",5,알앤비/소울,2017.09.29
115,15,2018-02-28 23:59:59,16,HandClap,Fitz & The Tantrums ,"83,284,652",64,팝,2017.07.24
116,16,2018-02-28 23:59:59,17,Heart Shaker,TWICE ,"82,176,690",10,댄스/팝,2017.12.11
117,17,2018-02-28 23:59:59,18,좋니,윤종신 ,"74,752,584",5,발라드,2017.06.22
118,18,2018-02-28 23:59:59,19,답장,김동률 ,"70,620,305",11,발라드,2018.01.11
119,19,2018-02-28 23:59:59,20,기억의 빈자리,나얼 ,"64,474,390",9,발라드,2017.11.29
120,20,2018-02-28 23:59:59,21,이 별,길구봉구 ,"64,448,220",5,발라드,2017.09.18
121,21,2018-02-28 23:59:59,22,all of my life,박원 ,"64,087,299",4,댄스/팝,2017.07.27
122,22,2018-02-28 23:59:59,23,LIKEY,TWICE ,"63,802,459",7,댄스/팝,2017.10.30
123,23,2018-02-28 23:59:59,24,피카부 (Peek-A-Boo),레드벨벳(Red Velvet) ,"62,957,314",9,댄스/팝,2017.11.17
124,24,2018-02-28 23:59:59,25,DNA,방탄소년단 ,"62,921,946",6,댄스/팝,2017.09.18
125,25,2018-02-28 23:59:59,26,너 없는 시간들,다비치 ,"60,653,536",64,발라드,2018.01.25
126,26,2018-02-28 23:59:59,27,좋아,"윤종신, 민서 ","59,990,098",13,발라드,2017.11.15
127,27,2018-02-28 23:59:59,28,그리워하다,비투비 (BTOB) ,"57,801,949",5,댄스/팝,2017.10.16
128,28,2018-02-28 23:59:59,29,밤편지,아이유 (IU) ,"57,100,224",2,발라드,2017.03.24
129,29,2018-02-28 23:59:59,30,Shape of You,Ed Sheeran ,"56,721,322",4,락,2017.03.03
130,30,2018-02-28 23:59:59,31,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 ,"54,613,928",3,랩/힙합,2017.09.04
131,31,2018-02-28 23:59:59,32,썸 탈꺼야,볼빨간사춘기 ,"53,093,537",10,인디,2017.09.28
132,32,2018-02-28 23:59:59,33,가을 안부,먼데이 키즈 (Monday Kiz) ,"51,177,833",24,발라드,2017.10.14
133,33,2018-02-28 23:59:59,34,"그때의 나, 그때의 우리",어반 자카파 (Urban Zakapa) ,"50,400,333",14,댄스/팝,2017.11.08
134,34,2018-02-28 23:59:59,35,Lonely (Feat. 태연),종현 (JONGHYUN) ,"50,215,023",18,알앤비/소울,2017.04.24
135,35,2018-02-28 23:59:59,36,There`s Nothing Holdin` Me Back,Shawn Mendes ,"49,440,660",2,팝,2017.04.21
136,36,2018-02-28 23:59:59,37,Beautiful,Wanna One (워너원) ,"49,404,528",12,댄스/팝,2017.11.13
137,37,2018-02-28 23:59:59,38,가시나,선미 ,"48,882,066",6,댄스/팝,2017.08.22
138,38,2018-02-28 23:59:59,39,첫눈처럼 너에게 가겠다,에일리 (Ailee) ,"48,586,512",3,OST,2017.01.07
139,39,2018-02-28 23:59:59,40,고맙다,세븐틴 ,"48,461,851",new,댄스/팝,2018.02.05
140,40,2018-02-28 23:59:59,41,오늘밤도,펀치 (Punch) ,"47,701,124",new,알앤비/소울,2018.02.06
141,41,2018-02-28 23:59:59,42,노력,박원 ,"46,251,471",1,발라드,2016.11.17
142,42,2018-02-28 23:59:59,43,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"46,007,892",6,랩/힙합,2017.06.26
143,43,2018-02-28 23:59:59,44,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH) ,"45,539,843",13,랩/힙합,2017.10.23
144,44,2018-02-28 23:59:59,45,봄날,방탄소년단 ,"45,539,271",-,댄스/팝,2017.02.13
145,45,2018-02-28 23:59:59,46,비밀정원,오마이걸 (OH MY GIRL) ,"45,054,066",11,댄스/팝,2018.01.09
146,46,2018-02-28 23:59:59,47,바보야,허각 ,"44,821,164",6,발라드,2017.11.27
147,47,2018-02-28 23:59:59,48,HOLIDAY (Feat. DPR LIVE),수지 ,"43,926,103",HOT,발라드,2018.01.29
148,48,2018-02-28 23:59:59,49,빨간 맛 (Red Flavor),레드벨벳(Red Velvet) ,"43,925,547",3,댄스/팝,2017.07.09
149,49,2018-02-28 23:59:59,50,빛이 나 (Shinin`),종현 (JONGHYUN) ,"43,458,577",3,댄스/팝,2018.01.23
150,50,2018-02-28 23:59:59,51,마지막처럼,BLACKPINK ,"42,365,738",2,댄스/팝,2017.06.22
151,51,2018-02-28 23:59:59,52,나의 사춘기에게,볼빨간사춘기 ,"42,055,433",10,인디,2017.09.28
152,52,2018-02-28 23:59:59,53,짙어져,멜로망스(Melomance) ,"41,905,045",3,댄스/팝,2017.10.15
153,53,2018-02-28 23:59:59,54,겨울소리,박효신 ,"40,782,696",48,발라드,2018.01.01
154,54,2018-02-28 23:59:59,55,Universe,EXO ,"39,652,589",34,발라드,2017.12.26
155,55,2018-02-28 23:59:59,56,You,멜로망스(Melomance) ,"39,329,061",HOT,알앤비/소울,2018.01.22
156,56,2018-02-28 23:59:59,57,REALLY REALLY,위너(WINNER) ,"38,972,175",3,댄스/팝,2017.04.04
157,57,2018-02-28 23:59:59,58,에너제틱 (Energetic),Wanna One (워너원) ,"38,647,743",10,댄스/팝,2017.08.07
158,58,2018-02-28 23:59:59,59,그 사람을 아나요,임창정 ,"38,231,789",15,발라드,2017.10.23
159,59,2018-02-28 23:59:59,60,눈 (Feat. 이문세),자이언티(Zion.T) ,"38,122,297",36,발라드,2017.12.04
160,60,2018-02-28 23:59:59,61,눈 떠보니 이별이더라,포맨 (4Men) ,"37,654,671",6,댄스/팝,2017.10.24
161,61,2018-02-28 23:59:59,62,봉제선 (Feat. 수란),다이나믹 듀오 (Dynamic Duo) ,"36,905,239",new,알앤비/소울,2018.02.07
162,62,2018-02-28 23:59:59,63,한숨,이하이 ,"36,704,795",24,알앤비/소울,2016.03.09
163,63,2018-02-28 23:59:59,64,Blue,볼빨간사춘기 ,"36,091,666",13,인디,2017.09.28
164,64,2018-02-28 23:59:59,65,My Way,이수 ,"35,902,627",89,발라드,2017.11.11
165,65,2018-02-28 23:59:59,66,미안해,양다일 ,"35,353,049",16,발라드,2017.12.29
166,66,2018-02-28 23:59:59,67,다시 쓰고 싶어,에일리 (Ailee) ,"34,523,590",new,발라드,2018.02.09
167,67,2018-02-28 23:59:59,68,매일 듣는 노래 (A Daily Song),황치열 ,"34,362,709",9,발라드,2017.06.13
168,68,2018-02-28 23:59:59,69,덜덜덜,EXID ,"34,267,556",23,댄스/팝,2017.11.07
169,69,2018-02-28 23:59:59,70,후유증,"김희철, 민경훈 ","33,834,850",new,락/메탈,2018.02.17
170,70,2018-02-28 23:59:59,71,고민보다 Go,방탄소년단 ,"33,765,983",11,댄스/팝,2017.09.18
171,71,2018-02-28 23:59:59,72,Closer (Feat. Halsey),The Chainsmokers ,"33,176,180",3,팝,2016.11.04
172,72,2018-02-28 23:59:59,73,팔레트 (Feat. G-DRAGON),아이유 (IU) ,"32,127,390",6,댄스/팝,2017.04.21
173,73,2018-02-28 23:59:59,74,바람이 불었으면 좋겠어,길구봉구 ,"30,786,604",14,발라드,2014.01.03
174,74,2018-02-28 23:59:59,75,Ko Ko Bop,EXO ,"30,058,048",12,댄스/팝,2017.07.18
175,75,2018-02-28 23:59:59,76,남이 될 수 있을까,"볼빨간 사춘기, 스무살 ","29,882,081",11,인디,2017.06.13
176,76,2018-02-28 23:59:59,77,Tell Me,인피니트 (Infinite) ,"29,523,240",37,댄스/팝,2018.01.08
177,77,2018-02-28 23:59:59,78,LONG TIME NO SEE,iKON ,"29,303,907",87,랩/힙합,2018.01.25
178,78,2018-02-28 23:59:59,79,어디에도,엠씨더맥스 (M.C The Max) ,"28,843,423",2,댄스/팝,2016.01.28
179,79,2018-02-28 23:59:59,80,마지막으로 안아도 될까,허각 ,"28,062,683",new,발라드,2018.02.06
180,80,2018-02-28 23:59:59,81,MIC Drop,방탄소년단 ,"27,831,762",3,댄스/팝,2017.09.18
181,81,2018-02-28 23:59:59,82,이별 뒷면,권진아 ,"27,413,674",new,댄스/팝,2018.02.02
182,82,2018-02-28 23:59:59,83,가을 아침,아이유 (IU) ,"26,661,439",19,포크/어쿠스틱,2017.09.22
183,83,2018-02-28 23:59:59,84,별,양요섭 ,"26,503,900",new,포크/어쿠스틱,2018.02.19
184,84,2018-02-28 23:59:59,85,Thunder,Imagine Dragons ,"26,382,886",HOT,락,2017.06.23
185,85,2018-02-28 23:59:59,86,꽃이야,JBJ ,"25,485,315",15,댄스/팝,2018.01.17
186,86,2018-02-28 23:59:59,87,사랑하지 않은 것처럼,버즈 (Buzz) ,"25,445,642",15,발라드,2017.07.28
187,87,2018-02-28 23:59:59,88,Power,EXO ,"24,986,680",7,댄스/팝,2017.09.05
188,88,2018-02-28 23:59:59,89,폰서트,10cm ,"24,957,300",15,인디,2017.09.01
189,89,2018-02-28 23:59:59,90,피 땀 눈물,방탄소년단 ,"24,240,800",1,댄스/팝,2016.10.10
190,90,2018-02-28 23:59:59,91,빈차 (Feat. 오혁),에픽하이 (EPIK HIGH) ,"24,061,174",25,랩/힙합,2017.10.23
191,91,2018-02-28 23:59:59,92,비가 온다,정승환 ,"23,591,232",new,발라드,2018.02.19
192,92,2018-02-28 23:59:59,93,Something Just Like This,"The Chainsmokers, Coldplay ","23,548,118",5,일렉트로닉,2017.04.07
193,93,2018-02-28 23:59:59,94,뻔한 이별,"소유 (SOYOU), 성시경 ","23,537,968",36,발라드,2017.12.13
194,94,2018-02-28 23:59:59,95,네가 없는 곳,양요섭 ,"22,439,474",new,포크/어쿠스틱,2018.02.19
195,95,2018-02-28 23:59:59,96,널 너무 모르고,헤이즈 (Heize) ,"22,429,409",20,랩/힙합,2017.06.26
196,96,2018-02-28 23:59:59,97,처음부터 너와 나,볼빨간사춘기 ,"21,962,024",18,OST,2017.05.17
197,97,2018-02-28 23:59:59,98,오늘 취하면 (Feat.창모) (Prod. SUGA),수란 (SURAN) ,"21,816,112",16,댄스/팝,2017.04.27
198,98,2018-02-28 23:59:59,99,Love Yourself,Justin Bieber ,"21,729,437",5,팝,2015.11.13
199,99,2018-02-28 23:59:59,100,너였다면,정승환 ,"20,871,404",2,발라드,2016.05.31
200,0,2018-03-31 23:59:59,1,별이 빛나는 밤,마마무 (Mamamoo) ,"219,015,952",new,댄스/팝,2018.03.07
201,1,2018-03-31 23:59:59,2,사랑을 했다 (LOVE SCENARIO),iKON ,"212,503,498",1,랩/힙합,2018.01.25
202,2,2018-03-31 23:59:59,3,꽃 길,BIGBANG (빅뱅) ,"196,811,315",new,알앤비/소울,2018.03.13
203,3,2018-03-31 23:59:59,4,뿜뿜,모모랜드 (MOMOLAND) ,"176,579,938",-,댄스/팝,2018.01.03
204,4,2018-03-31 23:59:59,5,Jenga (Feat. Gaeko),헤이즈 (Heize) ,"176,316,746",new,랩/힙합,2018.03.08
205,5,2018-03-31 23:59:59,6,그날처럼,장덕철 ,"156,200,922",3,댄스/팝,2017.11.28
206,6,2018-03-31 23:59:59,7,그때 헤어지면 돼,로이킴 ,"146,252,551",1,발라드,2018.02.12
207,7,2018-03-31 23:59:59,8,Bad Boy,레드벨벳(Red Velvet) ,"125,097,270",6,댄스/팝,2018.01.29
208,8,2018-03-31 23:59:59,9,Roller Coaster,청하 ,"120,712,102",1,댄스/팝,2018.01.17
209,9,2018-03-31 23:59:59,10,HandClap,Fitz & The Tantrums ,"120,538,329",6,팝,2017.07.24
210,10,2018-03-31 23:59:59,11,내가 더 나빠,헤이즈 (Heize) ,"116,827,627",new,랩/힙합,2018.03.08
211,11,2018-03-31 23:59:59,12,선물,멜로망스(Melomance) ,"114,658,349",3,인디,2017.07.10
212,12,2018-03-31 23:59:59,13,Havana (Feat. Young Thug),Camila Cabello ,"111,400,912",6,팝,2018.01.12
213,13,2018-03-31 23:59:59,14,약속해요 (I.P.U.),Wanna One (워너원) ,"105,165,947",new,댄스/팝,2018.03.19
214,14,2018-03-31 23:59:59,15,비행운,문문 (MoonMoon) ,"100,298,647",5,인디,2016.11.10
215,15,2018-03-31 23:59:59,16,눈사람,정승환 ,"97,711,053",4,발라드,2018.02.19
216,16,2018-03-31 23:59:59,17,instagram,DEAN ,"88,530,134",4,알앤비/소울,2017.12.26
217,17,2018-03-31 23:59:59,18,You,멜로망스(Melomance) ,"85,938,614",38,알앤비/소울,2018.01.22
218,18,2018-03-31 23:59:59,19,My Way,이수 ,"84,506,657",46,발라드,2017.11.11
219,19,2018-03-31 23:59:59,20,밤이 되니까,펀치 (Punch) ,"83,161,520",5,알앤비/소울,2017.09.29
220,20,2018-03-31 23:59:59,21,주인공,선미 ,"83,010,692",16,댄스/팝,2018.01.18
221,21,2018-03-31 23:59:59,22,#첫사랑,볼빨간사춘기 ,"79,324,693",11,인디,2018.01.10
222,22,2018-03-31 23:59:59,23,BOOMERANG (부메랑),Wanna One (워너원) ,"78,378,720",new,댄스/팝,2018.03.19
223,23,2018-03-31 23:59:59,24,괜찮냐고,헤이즈 (Heize) ,"77,805,666",new,랩/힙합,2018.03.08
224,24,2018-03-31 23:59:59,25,이 별,길구봉구 ,"77,681,896",4,발라드,2017.09.18
225,25,2018-03-31 23:59:59,26,Heart Shaker,TWICE ,"72,146,695",9,댄스/팝,2017.12.11
226,26,2018-03-31 23:59:59,27,좋니,윤종신 ,"71,966,054",9,발라드,2017.06.22
227,27,2018-03-31 23:59:59,28,북 (Prod.SLO),"배연서 (WEBSTER B), 오담률 (CHIN CHILLA) ","69,716,056",new,랩/힙합,2018.03.17
228,28,2018-03-31 23:59:59,29,all of my life,박원 ,"67,180,312",7,댄스/팝,2017.07.27
229,29,2018-03-31 23:59:59,30,가을 안부,먼데이 키즈 (Monday Kiz) ,"65,754,361",3,발라드,2017.10.14
230,30,2018-03-31 23:59:59,31,Shape of You,Ed Sheeran ,"64,552,722",1,락,2017.03.03
231,31,2018-03-31 23:59:59,32,밤편지,아이유 (IU) ,"63,508,474",3,발라드,2017.03.24
232,32,2018-03-31 23:59:59,33,눈 떠보니 이별이더라,포맨 (4Men) ,"63,112,124",28,댄스/팝,2017.10.24
233,33,2018-03-31 23:59:59,34,Beautiful,Wanna One (워너원) ,"62,159,416",3,댄스/팝,2017.11.13
234,34,2018-03-31 23:59:59,35,DNA,방탄소년단 ,"61,625,532",10,댄스/팝,2017.09.18
235,35,2018-03-31 23:59:59,36,그리워하다,비투비 (BTOB) ,"61,244,076",8,댄스/팝,2017.10.16
