,Unnamed: 0,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
1499,99,2019-02-28 23:59,100,취하고 싶다 (Prod. By 전태익),황인욱 ,"21,504,611",20,발라드,2017.07.28
1500,100,2019-02-28 23:59,101,Youth,Troye Sivan ,"21,418,562",9,팝,2016.01.23
1501,101,2019-02-28 23:59,102,이별길 (GOODBYE ROAD),iKON ,"20,972,555",32,발라드,2018.10.01
1502,102,2019-02-28 23:59,103,2002,Anne-Marie ,"20,814,713",71,알앤비/소울,2018.04.27
1503,103,2019-02-28 23:59,104,Bohemian Rhapsody (2011 Remaster),Queen ,"20,541,303",33,락,2011.01.01
1504,104,2019-02-28 23:59,105,Beautiful,Wanna One (워너원) ,"20,512,379",12,댄스/팝,2017.11.13
1505,105,2019-02-28 23:59,106,이별을 걷다 (A Walk To Goodbye),황치열 ,"20,504,296",31,발라드,2019.01.21
1506,106,2019-02-28 23:59,107,너나 해 (Egotistic),마마무 (Mamamoo) ,"20,448,852",6,댄스/팝,2018.07.16
1507,107,2019-02-28 23:59,108,잘 지내요,정승환 ,"20,355,912",17,발라드,2018.09.11
1508,108,2019-02-28 23:59,109,동화 (Feat. 아이유),김동률 ,"20,222,999",50,발라드,2018.12.07
1509,109,2019-02-28 23:59,110,사랑 이딴 거,임한별 ,"20,198,675",HOT,발라드,2019.01.22
1510,110,2019-02-28 23:59,111,뿜뿜,모모랜드 (MOMOLAND) ,"19,754,800",8,댄스/팝,2018.01.03
1511,111,2019-02-28 23:59,112,Candle (Prod. By 이대휘),"박우진, 이대휘 ","19,677,186",new,랩/힙합,2019.01.29
1512,112,2019-02-28 23:59,113,눈사람,정승환 ,"19,620,661",6,발라드,2018.02.19
1513,113,2019-02-28 23:59,114,What is Love?,TWICE ,"19,401,099",3,댄스/팝,2018.04.09
1514,114,2019-02-28 23:59,115,Attention,Charlie Puth ,"19,399,049",11,팝,2018.05.11
1515,115,2019-02-28 23:59,116,넋두리,닐로 (Nilo) ,"19,057,549",1,발라드,2016.09.12
1516,116,2019-02-28 23:59,117,Good To Me,세븐틴 ,"18,778,070",HOT,댄스/팝,2019.01.21
1517,117,2019-02-28 23:59,118,Power Up,레드벨벳(Red Velvet) ,"18,633,133",10,댄스/팝,2018.08.06
1518,118,2019-02-28 23:59,119,Believer,Imagine Dragons ,"18,547,346",8,락,2017.06.23
1519,119,2019-02-28 23:59,120,동화,멜로망스(Melomance) ,"18,537,757",15,인디,2018.07.03
1520,120,2019-02-28 23:59,121,수퍼비와 (Feat. BewhY) (Prod. BewhY),SUPERBEE ,"18,198,293",40,랩/힙합,2018.11.03
1521,121,2019-02-28 23:59,122,사랑 알 수 없나봐,폴킴 ,"18,192,947",43,발라드,2018.12.16
1522,122,2019-02-28 23:59,123,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"17,985,286",7,랩/힙합,2017.06.26
1523,123,2019-02-28 23:59,124,좋니,윤종신 ,"17,818,801",-,발라드,2017.06.22
1524,124,2019-02-28 23:59,125,A-TEEN,세븐틴 ,"17,778,262",HOT,댄스/팝,2018.08.13
1525,125,2019-02-28 23:59,126,Paris In The Rain,Lauv ,"17,601,381",93,팝,2018.05.31
1526,126,2019-02-28 23:59,127,Epiphany,방탄소년단 ,"17,479,629",4,랩/힙합,2018.08.24
1527,127,2019-02-28 23:59,128,Love Yourself,Justin Bieber ,"17,367,084",19,팝,2015.11.13
1528,128,2019-02-28 23:59,129,Thunder,Imagine Dragons ,"17,316,484",6,락,2017.06.23
1529,129,2019-02-28 23:59,130,어디에도,엠씨더맥스 (M.C The Max) ,"17,283,708",6,댄스/팝,2016.01.28
1530,130,2019-02-28 23:59,131,별이 빛나는 밤,마마무 (Mamamoo) ,"17,195,336",2,댄스/팝,2018.03.07
1531,131,2019-02-28 23:59,132,1도 없어,에이핑크 (Apink) ,"17,194,122",14,댄스/팝,2018.07.02
1532,132,2019-02-28 23:59,133,RBB (Really Bad Boy),레드벨벳(Red Velvet) ,"17,187,166",61,댄스/팝,2018.11.30
1533,133,2019-02-28 23:59,134,Anpanman,방탄소년단 ,"17,063,092",-,랩/힙합,2018.05.18
1534,134,2019-02-28 23:59,135,밤 (Time for the moon night),여자친구 (GFRIEND) ,"16,856,519",2,댄스/팝,2018.04.30
1535,135,2019-02-28 23:59,136,"All Falls Down (Feat. Noah Cyrus, Digital Farm Animals)",Alan Walker ,"16,840,008",4,일렉트로닉,2018.12.14
1536,136,2019-02-28 23:59,137,We Don`t Talk Anymore (Feat. Selena Gomez),Charlie Puth ,"16,387,459",15,팝,2016.11.11
1537,137,2019-02-28 23:59,138,숨이 차,세븐틴 ,"16,353,359",HOT,댄스/팝,2019.01.21
1538,138,2019-02-28 23:59,139,Goodbye,웬디 (WENDY) ,"16,321,668",36,발라드,2018.11.06
1539,139,2019-02-28 23:59,140,Save (Feat. 팔로알토) (Prod. 코드 쿤스트),루피(Loopy) ,"16,118,047",31,랩/힙합,2018.10.20
1540,140,2019-02-28 23:59,141,One Call Away,Charlie Puth ,"16,092,400",12,팝,2016.11.11
1541,141,2019-02-28 23:59,142,이 별,길구봉구 ,"16,017,425",1,발라드,2017.09.18
1542,142,2019-02-28 23:59,143,붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON) ,"15,973,143",14,랩/힙합,2018.04.14
1543,143,2019-02-28 23:59,144,all of my life,박원 ,"15,768,166",1,댄스/팝,2017.07.27
1544,144,2019-02-28 23:59,145,"미운 날 (The day, I hate myself)",닐로 (Nilo) ,"15,720,851",new,발라드,2019.02.25
1545,145,2019-02-28 23:59,146,Closer (Feat. Halsey),The Chainsmokers ,"15,712,087",15,팝,2016.11.04
1546,146,2019-02-28 23:59,147,SoulMate (Feat. 아이유),지코 (ZICO) ,"15,667,543",5,댄스/팝,2018.07.30
1547,147,2019-02-28 23:59,148,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 ,"15,638,198",3,랩/힙합,2017.09.04
1548,148,2019-02-28 23:59,149,BOOMERANG (부메랑),Wanna One (워너원) ,"15,358,135",35,댄스/팝,2018.03.19
1549,149,2019-02-28 23:59,150,팔레트 (Feat. G-DRAGON),아이유 (IU) ,"15,314,970",5,댄스/팝,2017.04.21
1550,150,2019-02-28 23:59,151,"셋 셀테니 (1, 2, 3!)",승리 ,"15,172,445",45,댄스/팝,2018.07.20
1551,151,2019-02-28 23:59,152,Chandelier,Sia ,"15,156,421",32,락,2014.03.17
1552,152,2019-02-28 23:59,153,instagram,DEAN ,"15,130,587",5,알앤비/소울,2017.12.26
1553,153,2019-02-28 23:59,154,알러뷰,EXID ,"15,118,954",59,댄스/팝,2018.11.21
1554,154,2019-02-28 23:59,155,There`s Nothing Holdin` Me Back,Shawn Mendes ,"15,114,488",11,팝,2017.04.21
1555,155,2019-02-28 23:59,156,그대만 떠올라,로이킴 ,"15,065,353",new,발라드,2019.02.17
1556,156,2019-02-28 23:59,157,트라우마 (Trauma),EXO ,"14,983,373",53,댄스/팝,2018.12.13
1557,157,2019-02-28 23:59,158,Bohemian Rhapsody,Queen ,"14,948,028",61,락,2018.10.19
1558,158,2019-02-28 23:59,159,포옹,세븐틴 ,"14,904,274",HOT,댄스/팝,2019.01.21
1559,159,2019-02-28 23:59,160,FRIENDS,Marshmello & Anne-Marie ,"14,828,208",27,알앤비/소울,2018.04.27
1560,160,2019-02-28 23:59,161,Something Just Like This,"The Chainsmokers, Coldplay ","14,704,107",10,일렉트로닉,2017.04.07
1561,161,2019-02-28 23:59,162,Faded,Alan Walker ,"14,691,223",18,일렉트로닉,2016.01.15
1562,162,2019-02-28 23:59,163,Wait,EXO ,"14,667,884",51,댄스/팝,2018.12.13
1563,163,2019-02-28 23:59,164,다 핀 꽃,로시 (Rothy) ,"14,595,027",new,발라드,2019.01.30
1564,164,2019-02-28 23:59,165,Gravity,EXO ,"14,521,143",49,댄스/팝,2018.11.02
1565,165,2019-02-28 23:59,166,야생화,박효신 ,"14,420,704",24,발라드,2014.03.28
1566,166,2019-02-28 23:59,167,마지막처럼,BLACKPINK ,"14,382,563",2,댄스/팝,2017.06.22
1567,167,2019-02-28 23:59,168,I`m Not The Only One,Sam Smith ,"14,339,555",13,팝,2014.01.01
1568,168,2019-02-28 23:59,169,너였다면,정승환 ,"14,326,803",4,발라드,2016.05.31
1569,169,2019-02-28 23:59,170,밤이 되니까,펀치 (Punch) ,"14,318,379",8,알앤비/소울,2017.09.29
1570,170,2019-02-28 23:59,171,Girls Like You (Feat. Cardi B),Maroon 5 ,"14,270,805",23,팝,2018.06.15
1571,171,2019-02-28 23:59,172,한(一),(여자)아이들 ,"14,178,461",33,댄스/팝,2018.08.14
1572,172,2019-02-28 23:59,173,닿은 순간 (Ooh La La La),EXO ,"14,140,880",51,댄스/팝,2018.11.02
1573,173,2019-02-28 23:59,174,소나기 (Feat. 10cm),용준형 ,"13,755,285",7,발라드,2018.03.22
1574,174,2019-02-28 23:59,175,REALLY REALLY,위너(WINNER) ,"13,721,618",12,댄스/팝,2017.04.04
1575,175,2019-02-28 23:59,176,노력,박원 ,"13,719,445",3,발라드,2016.11.17
1576,176,2019-02-28 23:59,177,No Question,"매드클라운, 스텔라장 (Stella Jang) ","13,556,631",56,인디,2019.01.18
1577,177,2019-02-28 23:59,178,Santa Tell Me,Ariana Grande ,"13,448,476",91,캐롤,2014.11.24
1578,178,2019-02-28 23:59,179,07월 24일,EXO ,"13,308,763",47,댄스/팝,2018.11.02
1579,179,2019-02-28 23:59,180,Heart Shaker,TWICE ,"13,307,476",3,댄스/팝,2017.12.11
1580,180,2019-02-28 23:59,181,Someone Like You,Adele ,"13,274,962",16,팝,2011.01.24
1581,181,2019-02-28 23:59,182,Love U,청하 ,"13,266,168",26,댄스/팝,2018.07.18
1582,182,2019-02-28 23:59,183,"행성 (This Night) (Feat. Blue.D, Jhnovr)",그루비룸 (GroovyRoom) ,"13,180,783",new,랩/힙합,2019.01.29
1583,183,2019-02-28 23:59,184,The Ocean (Feat. Shy Martin) (Radio Edit),Mike Perry ,"13,051,876",14,일렉트로닉,2016.04.15
1584,184,2019-02-28 23:59,185,폰서트,10cm ,"13,013,332",10,인디,2017.09.01
1585,185,2019-02-28 23:59,186,좋은 날,멜로망스(Melomance) ,"12,940,056",37,발라드,2018.08.05
1586,186,2019-02-28 23:59,187,사임사임 (Feat. CHANGMO),"Coogie, SUPERBEE, D.Ark ","12,830,935",46,랩/힙합,2018.10.06
1587,187,2019-02-28 23:59,188,첫눈처럼 너에게 가겠다 (Prod. 로코베리),김범수 ,"12,798,559",77,발라드,2018.11.28
1588,188,2019-02-28 23:59,189,나의 사춘기에게,볼빨간사춘기 ,"12,758,712",-,인디,2017.09.28
1589,189,2019-02-28 23:59,190,켜줘 (Light),Wanna One (워너원) ,"12,701,327",62,댄스/팝,2018.06.04
1590,190,2019-02-28 23:59,191,그 남자를 떠나,god ,"12,636,227",114,일렉트로닉,2019.01.10
1591,191,2019-02-28 23:59,192,매트리스,10cm ,"12,603,880",20,인디,2018.08.23
1592,192,2019-02-28 23:59,193,꽃 길,BIGBANG (빅뱅) ,"12,580,407",8,알앤비/소울,2018.03.13
1593,193,2019-02-28 23:59,194,Stay,"Zedd, Alessia Cara ","12,558,112",10,일렉트로닉,2018.07.19
1594,194,2019-02-28 23:59,195,Sunflower (Spider-Man : Into The Spider-Verse),"Post Malone, Swae Lee ","12,499,241",59,랩/힙합,2018.12.14
1595,195,2019-02-28 23:59,196,북두칠성,로이킴 ,"12,480,437",new,발라드,2015.12.04
1596,196,2019-02-28 23:59,197,IDGAF,Dua Lipa ,"12,455,316",24,팝,2017.06.02
1597,197,2019-02-28 23:59,198,빨간 맛 (Red Flavor),레드벨벳(Red Velvet) ,"12,452,040",2,댄스/팝,2017.07.09
1598,198,2019-02-28 23:59,199,Sugar,Maroon 5 ,"12,436,694",32,락,2014.09.01
1599,199,2019-02-28 23:59,200,Beautiful,크러쉬 (CRUSH) ,"12,362,588",-,댄스/팝,2016.12.17
1600,0,2019-03-31 23:59,1,옥탑방,엔플라잉 (N.Flying) ,"206,968,825",22,댄스/팝,2019.01.02
1601,1,2019-03-31 23:59,2,그때가 좋았어,케이시 (Kassy) ,"169,087,127",13,발라드,2018.12.31
1602,2,2019-03-31 23:59,3,달라달라,ITZY (있지) ,"167,814,584",3,댄스/팝,2019.02.12
1603,3,2019-03-31 23:59,4,술이 달다 (Feat. 크러쉬),에픽하이 (EPIK HIGH) ,"151,655,279",new,랩/힙합,2019.03.11
1604,4,2019-03-31 23:59,5,멍청이(twit),화사(Hwa Sa) ,"146,893,871",1,댄스/팝,2019.02.13
1605,5,2019-03-31 23:59,6,이 노래가 클럽에서 나온다면,우디(Woody) ,"132,718,894",5,인디,2019.01.23
1606,6,2019-03-31 23:59,7,벌써 12시,청하 ,"120,078,008",4,댄스/팝,2019.01.02
1607,7,2019-03-31 23:59,8,넘쳐흘러,엠씨더맥스 (M.C The Max) ,"119,760,507",6,발라드,2019.01.02
1608,8,2019-03-31 23:59,9,봄 (Feat. 산다라박),박봄 ,"118,509,253",new,알앤비/소울,2019.03.13
1609,9,2019-03-31 23:59,10,고고베베 (gogobebe),마마무 (Mamamoo) ,"107,622,859",new,댄스/팝,2019.03.14
1610,10,2019-03-31 23:59,11,그건 아마 우리의 잘못은 아닐 거야,백예린 ,"107,521,132",new,랩/힙합,2019.03.18
1611,11,2019-03-31 23:59,12,그러나,10cm ,"103,722,796",new,인디,2019.03.07
1612,12,2019-03-31 23:59,13,신청곡 (Feat. SUGA of BTS),이소라 ,"97,942,353",8,발라드,2019.01.22
1613,13,2019-03-31 23:59,14,너도 그냥 날 놓아주면 돼,윤건 ,"96,547,522",5,발라드,2018.11.29
1614,14,2019-03-31 23:59,15,당신과는 천천히,장범준 ,"95,925,966",new,댄스/팝,2019.03.21
1615,15,2019-03-31 23:59,16,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴 ,"94,504,194",3,발라드,2018.03.20
1616,16,2019-03-31 23:59,17,너를 만나,폴킴 ,"91,533,222",5,발라드,2018.10.29
1617,17,2019-03-31 23:59,18,신용재,하은 ,"90,009,571",10,발라드,2018.11.06
1618,18,2019-03-31 23:59,19,띵 (Prod. By 기리보이),"Jvcki Wai, Young B, Osshun Gum, 한요한 ","87,889,858",12,랩/힙합,2019.01.13
1619,19,2019-03-31 23:59,20,180도,벤 (Ben) ,"85,897,106",10,발라드,2018.12.07
1620,20,2019-03-31 23:59,21,초록빛,폴킴 ,"80,775,129",10,발라드,2019.01.17
1621,21,2019-03-31 23:59,22,사계 (Four Seasons),태연 (TAEYEON) ,"79,110,937",new,댄스/팝,2019.03.24
1622,22,2019-03-31 23:59,23,SOLO,제니 (JENNIE) ,"76,619,356",9,댄스/팝,2018.11.12
1623,23,2019-03-31 23:59,24,누아르 (Noir),선미 ,"76,169,795",new,댄스/팝,2019.03.04
1624,24,2019-03-31 23:59,25,주저하는 연인들을 위해,잔나비 ,"75,860,717",new,인디,2019.03.13
1625,25,2019-03-31 23:59,26,내 생에 아름다운,케이윌 (K.Will) ,"70,143,886",6,발라드,2018.10.23
1626,26,2019-03-31 23:59,27,Senorita,(여자)아이들 ,"68,396,373",HOT,댄스/팝,2019.02.26
1627,27,2019-03-31 23:59,28,YES or YES,TWICE ,"68,200,839",11,댄스/팝,2018.11.05
1628,28,2019-03-31 23:59,29,Way Back Home,숀 (SHAUN) ,"67,785,650",8,인디,2018.06.27
1629,29,2019-03-31 23:59,30,사계 (하루살이),엠씨더맥스 (M.C The Max) ,"66,895,768",8,발라드,2019.01.02
1630,30,2019-03-31 23:59,31,아낙네,MINO (송민호) ,"64,649,065",15,랩/힙합,2018.11.26
1631,31,2019-03-31 23:59,32,SHE`S FINE,헤이즈 (Heize) ,"64,287,436",new,알앤비/소울,2019.03.19
1632,32,2019-03-31 23:59,33,"미운 날 (The day, I hate myself)",닐로 (Nilo) ,"60,874,519",HOT,발라드,2019.02.25
1633,33,2019-03-31 23:59,34,"thank u, next",Ariana Grande ,"60,250,820",12,팝,2018.11.03
1634,34,2019-03-31 23:59,35,MILLIONS,위너(WINNER) ,"59,470,176",17,댄스/팝,2018.12.19
1635,35,2019-03-31 23:59,36,삐삐,아이유 (IU) ,"59,454,139",12,랩/힙합,2018.10.10
1636,36,2019-03-31 23:59,37,고백,양다일 ,"59,138,904",12,발라드,2018.10.15
1637,37,2019-03-31 23:59,38,7 rings,Ariana Grande ,"59,108,670",11,팝,2019.01.18
1638,38,2019-03-31 23:59,39,여자친구,하은요셉 ,"57,956,793",new,인디,2019.03.07
1639,39,2019-03-31 23:59,40,이별하러 가는 길,임한별 ,"56,483,040",9,발라드,2018.09.13
1640,40,2019-03-31 23:59,41,노래방에서,장범준 ,"56,430,745",new,댄스/팝,2019.03.21
1641,41,2019-03-31 23:59,42,열애중,벤 (Ben) ,"55,727,447",14,발라드,2018.05.08
1642,42,2019-03-31 23:59,43,가을 타나 봐,바이브 (Vibe) ,"54,297,463",17,발라드,2018.09.18
1643,43,2019-03-31 23:59,44,야간비행 (魔女の花),백예린 ,"53,128,948",new,랩/힙합,2019.03.18
1644,44,2019-03-31 23:59,45,지나오다,닐로 (Nilo) ,"53,046,672",8,발라드,2017.10.31
1645,45,2019-03-31 23:59,46,흔한 이별,허각 ,"52,115,710",16,발라드,2018.11.28
1646,46,2019-03-31 23:59,47,IDOL,방탄소년단 ,"49,968,535",14,랩/힙합,2018.08.24
1647,47,2019-03-31 23:59,48,하루도 그대를 사랑하지 않은 적이 없었다,임창정 ,"49,449,163",16,댄스/팝,2018.09.19
1648,48,2019-03-31 23:59,49,오랜만이야 (Feat. Zion.T),로꼬 (LOCO) ,"48,450,691",30,랩/힙합,2019.02.07
1649,49,2019-03-31 23:59,50,비,폴킴 ,"48,396,605",4,알앤비/소울,2016.06.21
1650,50,2019-03-31 23:59,51,너는 어땠을까,노을 ,"47,965,742",7,발라드,2018.11.05
1651,51,2019-03-31 23:59,52,밤편지,아이유 (IU) ,"47,618,548",10,발라드,2017.03.24
1652,52,2019-03-31 23:59,53,2002,Anne-Marie ,"47,562,598",50,알앤비/소울,2018.04.27
1653,53,2019-03-31 23:59,54,사랑해서 그래,강민경 ,"47,234,284",HOT,발라드,2019.02.27
1654,54,2019-03-31 23:59,55,봄날,방탄소년단 ,"46,471,275",7,댄스/팝,2017.02.13
1655,55,2019-03-31 23:59,56,호불호 (Feat. 기리보이) (Prod. By GRAY),우원재 ,"46,386,651",new,랩/힙합,2019.03.11
1656,56,2019-03-31 23:59,57,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, Kid Milli, 루피 (Loopy) ","44,905,437",17,랩/힙합,2018.10.06
1657,57,2019-03-31 23:59,58,아름답고도 아프구나,비투비 (BTOB) ,"43,634,959",19,발라드,2018.11.12
1658,58,2019-03-31 23:59,59,해야 (Sunrise),여자친구 (GFRIEND) ,"43,602,963",30,댄스/팝,2019.01.14
1659,59,2019-03-31 23:59,60,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK ,"43,310,489",19,댄스/팝,2018.06.15
1660,60,2019-03-31 23:59,61,미안해,양다일 ,"43,190,899",14,발라드,2017.12.29
1661,61,2019-03-31 23:59,62,새벽에,에픽하이 (EPIK HIGH) ,"42,987,894",new,랩/힙합,2019.03.11
1662,62,2019-03-31 23:59,63,Love Shot,EXO ,"42,293,286",28,댄스/팝,2018.12.13
1663,63,2019-03-31 23:59,64,Dance The Night Away,TWICE ,"40,594,380",14,댄스/팝,2018.07.09
1664,64,2019-03-31 23:59,65,flex (Prod. By 기리보이),"기리보이, Kid Milli, NO:EL, 스윙스 (Swings) ","39,256,595",9,랩/힙합,2018.07.31
1665,65,2019-03-31 23:59,66,"시작됐나, 봄",장덕철 ,"38,892,940",new,발라드,2019.03.05
1666,66,2019-03-31 23:59,67,첫눈에,헤이즈 (Heize) ,"38,529,076",31,알앤비/소울,2018.12.14
1667,67,2019-03-31 23:59,68,FAKE LOVE,방탄소년단 ,"37,608,479",14,랩/힙합,2018.05.18
1668,68,2019-03-31 23:59,69,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원) ,"36,270,238",17,댄스/팝,2018.10.29
1669,69,2019-03-31 23:59,70,알았다면,장덕철 ,"35,729,741",13,발라드,2018.12.20
1670,70,2019-03-31 23:59,71,사이렌 (Siren),선미 ,"35,358,663",16,댄스/팝,2018.09.04
1671,71,2019-03-31 23:59,72,Paris In The Rain,Lauv ,"34,953,537",54,팝,2018.05.31
1672,72,2019-03-31 23:59,73,Home,세븐틴 ,"34,012,688",30,댄스/팝,2019.01.21
1673,73,2019-03-31 23:59,74,헤어지는 중,펀치 (Punch) ,"33,853,837",16,알앤비/소울,2018.09.12
1674,74,2019-03-31 23:59,75,가을 안부,먼데이 키즈 (Monday Kiz) ,"33,839,509",14,발라드,2017.10.14
1675,75,2019-03-31 23:59,76,내가 날 모르는 것처럼 (Feat. 카더가든),백예린 ,"33,823,014",new,랩/힙합,2019.03.18
1676,76,2019-03-31 23:59,77,눈 (Prod. GIRIBOY),"강현준 (Lil tachi), 김호진 (HOTCHKISS) ","33,643,011",new,랩/힙합,2019.03.16
1677,77,2019-03-31 23:59,78,우리 그만하자,로이킴 ,"33,355,455",25,발라드,2018.09.18
1678,78,2019-03-31 23:59,79,Tempo,EXO ,"33,339,270",28,댄스/팝,2018.11.02
1679,79,2019-03-31 23:59,80,BIRD,하성운 ,"33,160,873",new,댄스/팝,2019.02.28
1680,80,2019-03-31 23:59,81,그리워하다,비투비 (BTOB) ,"32,835,172",15,댄스/팝,2017.10.16
1681,81,2019-03-31 23:59,82,DNA,방탄소년단 ,"32,496,863",18,댄스/팝,2017.09.18
1682,82,2019-03-31 23:59,83,너 없인 안 된다,비투비 (BTOB) ,"31,943,339",18,일렉트로닉,2018.06.18
1683,83,2019-03-31 23:59,84,혼자,거미 ,"31,939,417",new,발라드,2019.03.18
1684,84,2019-03-31 23:59,85,노래 제목,뉴이스트 (NU`EST) ,"30,830,931",new,발라드,2019.03.15
1685,85,2019-03-31 23:59,86,여행,볼빨간사춘기 ,"30,680,181",18,인디,2018.05.24
1686,86,2019-03-31 23:59,87,그러니까 (Feat. Colde),헤이즈 (Heize) ,"30,480,054",new,알앤비/소울,2019.03.19
1687,87,2019-03-31 23:59,88,시간이 들겠지 (Feat. Colde),로꼬 (LOCO) ,"30,413,217",29,랩/힙합,2018.10.08
1688,88,2019-03-31 23:59,89,습관 (Bad Habits),숀 (SHAUN) ,"29,226,749",40,일렉트로닉,2019.01.01
1689,89,2019-03-31 23:59,90,선물,멜로망스(Melomance) ,"29,194,323",18,인디,2017.07.10
1690,90,2019-03-31 23:59,91,그날처럼,장덕철 ,"29,067,804",18,댄스/팝,2017.11.28
1691,91,2019-03-31 23:59,92,벚꽃 엔딩,버스커 버스커 (Busker Busker) ,"28,895,487",new,포크/어쿠스틱,2012.03.29
1692,92,2019-03-31 23:59,93,그때 헤어지면 돼,로이킴 ,"28,561,515",30,발라드,2018.02.12
1693,93,2019-03-31 23:59,94,%%(응응),에이핑크 (Apink) ,"28,224,277",49,댄스/팝,2019.01.07
1694,94,2019-03-31 23:59,95,행복,오반 (OVAN) ,"28,030,955",33,인디,2018.12.06
1695,95,2019-03-31 23:59,96,IndiGO,"저스디스 (JUSTHIS), Kid Milli, NO:EL, 영비 (Young B) ","27,888,402",25,랩/힙합,2018.06.24
1696,96,2019-03-31 23:59,97,일산으로,장범준 ,"27,565,412",new,댄스/팝,2019.03.21
1697,97,2019-03-31 23:59,98,I`m Fine,방탄소년단 ,"27,462,643",23,랩/힙합,2018.08.24
1698,98,2019-03-31 23:59,99,오늘 밤에,홍진영 ,"27,412,468",new,성인가요,2019.03.08
1699,99,2019-03-31 23:59,100,In Seoul (Feat. 선우정아),에픽하이 (EPIK HIGH) ,"26,979,078",new,랩/힙합,2019.03.11
1700,100,2019-03-31 23:59,101,잊지마요 (Feat. 박지훈),하성운 ,"26,812,089",20,발라드,2019.01.28
1701,101,2019-03-31 23:59,102,사랑을 했다 (LOVE SCENARIO),iKON ,"26,416,720",33,랩/힙합,2018.01.25
1702,102,2019-03-31 23:59,103,첫눈처럼 너에게 가겠다,에일리 (Ailee) ,"26,295,610",29,OST,2017.01.07
1703,103,2019-03-31 23:59,104,Shape of You,Ed Sheeran ,"25,934,784",25,락,2017.03.03
1704,104,2019-03-31 23:59,105,Answer : Love Myself,방탄소년단 ,"25,687,744",19,랩/힙합,2018.08.24
1705,105,2019-03-31 23:59,106,We all lie,하진 (HAJIN) ,"25,355,320",72,일렉트로닉,2018.12.12
1706,106,2019-03-31 23:59,107,오롯이,헤이즈 (Heize) ,"24,897,327",37,발라드,2019.02.14
1707,107,2019-03-31 23:59,108,그모습 그대로,장범준 ,"24,277,654",new,댄스/팝,2019.03.21
1708,108,2019-03-31 23:59,109,Euphoria,방탄소년단 ,"24,211,744",22,랩/힙합,2018.08.24
1709,109,2019-03-31 23:59,110,Roller Coaster,청하 ,"23,697,471",25,댄스/팝,2018.01.17
1710,110,2019-03-31 23:59,111,지켜줄게,백예린 ,"23,684,406",new,랩/힙합,2019.03.18
1711,111,2019-03-31 23:59,112,주지마,"로꼬 (LOCO), 화사 ","23,538,947",35,발라드,2018.04.21
1712,112,2019-03-31 23:59,113,봄바람,Wanna One (워너원) ,"23,436,709",46,댄스/팝,2018.11.19
1713,113,2019-03-31 23:59,114,HandClap,Fitz & The Tantrums ,"23,054,047",26,팝,2017.07.24
1714,114,2019-03-31 23:59,115,취하고 싶다 (Prod. By 전태익),황인욱 ,"22,833,805",15,발라드,2017.07.28
1715,115,2019-03-31 23:59,116,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단 ,"22,679,208",23,랩/힙합,2018.05.18
1716,116,2019-03-31 23:59,117,Havana (Feat. Young Thug),Camila Cabello ,"22,653,736",28,팝,2018.01.12
1717,117,2019-03-31 23:59,118,Blue,태연 (TAEYEON) ,"22,428,277",new,댄스/팝,2019.03.24
1718,118,2019-03-31 23:59,119,Snowman,Sia ,"21,947,889",43,캐롤,2017.11.11
1719,119,2019-03-31 23:59,120,Youth,Troye Sivan ,"21,778,066",19,팝,2016.01.23
1720,120,2019-03-31 23:59,121,Make it count,첸 (CHEN) ,"21,487,328",38,댄스/팝,2019.02.07
1721,121,2019-03-31 23:59,122,My Way,이수 ,"21,294,617",28,발라드,2017.11.11
1722,122,2019-03-31 23:59,123,"길 (Song by 아이유, 헨리, 조현아, 양다일)",god ,"20,919,727",63,일렉트로닉,2019.01.10
1723,123,2019-03-31 23:59,124,You,멜로망스(Melomance) ,"20,498,618",26,알앤비/소울,2018.01.22
1724,124,2019-03-31 23:59,125,Dear my blue,백예린 ,"20,000,944",new,랩/힙합,2019.03.18
1725,125,2019-03-31 23:59,126,Attention,Charlie Puth ,"19,735,989",11,팝,2018.05.11
1726,126,2019-03-31 23:59,127,Our love is great,백예린 ,"19,714,333",new,랩/힙합,2019.03.18
1727,127,2019-03-31 23:59,128,에너제틱 (Energetic),Wanna One (워너원) ,"19,712,229",44,댄스/팝,2017.08.07
1728,128,2019-03-31 23:59,129,별 헤는 밤 (Prod. CODE KUNST),"김민규 (Young Kay), 윤현선 (GIST) ","19,640,696",new,랩/힙합,2019.03.16
1729,129,2019-03-31 23:59,130,Forever Young,BLACKPINK ,"19,595,118",35,댄스/팝,2018.06.15
1730,130,2019-03-31 23:59,131,비가 온대 내일도,에픽하이 (EPIK HIGH) ,"19,440,764",new,랩/힙합,2019.03.11
1731,131,2019-03-31 23:59,132,뿜뿜,모모랜드 (MOMOLAND) ,"19,383,015",21,댄스/팝,2018.01.03
1732,132,2019-03-31 23:59,133,아주 NICE,세븐틴 ,"19,129,084",37,댄스/팝,2016.07.04
