,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2020-08-31 23:59:59,1,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡) ","184,337,053",4,댄스/팝 ,2020.07.18
1,2020-08-31 23:59:59,2,마리아 (Maria),화사(Hwa Sa) ,"129,405,177",-,댄스/팝 ,2020.06.29
2,2020-08-31 23:59:59,3,그 여름을 틀어줘,"싹쓰리 (유두래곤, 린다G, 비룡) ","122,046,148",42,댄스/팝 ,2020.07.25
3,2020-08-31 23:59:59,4,How You Like That,BLACKPINK ,"117,903,926",3,댄스/팝 ,2020.06.26
4,2020-08-31 23:59:59,5,눈누난나 (NUNU NANA),제시(Jessi) ,"109,294,227",new,랩/힙합 ,2020.07.30
5,2020-08-31 23:59:59,6,Summer Hate (Feat. 비),지코 (ZICO) ,"101,571,926",3,랩/힙합 ,2020.07.01
6,2020-08-31 23:59:59,7,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU) ,"94,057,086",1,댄스/팝 ,2020.05.06
7,2020-08-31 23:59:59,8,여름 안에서 (Covered By 싹쓰리) (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡) ","91,645,380",1,댄스/팝 ,2020.07.11
8,2020-08-31 23:59:59,9,Dolphin,오마이걸 (OH MY GIRL) ,"90,166,602",1,댄스/팝 ,2020.04.27
9,2020-08-31 23:59:59,10,Downtown Baby,블루 (BLOO) ,"88,985,318",6,랩/힙합 ,2017.12.06
10,2020-08-31 23:59:59,11,신난다 (Feat. 마마무),비룡 ,"88,793,054",new,"댄스/팝,
포크/어쿠스틱,
랩/힙합 ",2020.08.01
11,2020-08-31 23:59:59,12,LINDA (Feat. 윤미래),린다G ,"88,497,864",new,"댄스/팝,
포크/어쿠스틱,
랩/힙합 ",2020.08.01
12,2020-08-31 23:59:59,13,홀로,이하이 ,"86,273,136",36,알앤비/소울 ,2020.07.23
13,2020-08-31 23:59:59,14,Dynamite,방탄소년단 ,"83,605,511",new,댄스/팝 ,2020.08.21
14,2020-08-31 23:59:59,15,아로하,조정석 ,"82,373,808",7,"인디,
OST ",2020.03.27
15,2020-08-31 23:59:59,16,보라빛 밤 (pporappippam),선미 ,"76,810,367",9,댄스/팝 ,2020.06.29
16,2020-08-31 23:59:59,17,덤디덤디 (DUMDi DUMDi),(여자)아이들 ,"75,854,509",new,댄스/팝 ,2020.08.03
17,2020-08-31 23:59:59,18,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL) ,"75,753,026",7,댄스/팝 ,2020.04.27
18,2020-08-31 23:59:59,19,Dance Monkey,Tones And I ,"63,913,077",3,알앤비/소울 ,2019.08.29
19,2020-08-31 23:59:59,20,Memories,Maroon 5 ,"63,895,551",6,팝 ,2019.09.20
20,2020-08-31 23:59:59,21,취기를 빌려 (취향저격 그녀 X 산들),산들 ,"63,782,879",87,발라드 ,2020.07.20
21,2020-08-31 23:59:59,22,사랑하게 될 줄 알았어,전미도 ,"62,771,281",10,"댄스/팝,
OST ",2020.05.22
22,2020-08-31 23:59:59,23,When We Disco (Duet with 선미),박진영 ,"61,717,867",new,댄스/팝 ,2020.08.12
23,2020-08-31 23:59:59,24,어떻게 지내,오반 (OVAN) ,"60,838,763",7,"인디,
랩/힙합 ",2020.03.05
24,2020-08-31 23:59:59,25,Blueming,아이유 (IU) ,"59,506,406",3,"댄스/팝,
발라드 ",2019.11.18
25,2020-08-31 23:59:59,26,METEOR,창모 (CHANGMO) ,"59,470,268",7,랩/힙합 ,2019.11.29
26,2020-08-31 23:59:59,27,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준 ,"58,109,772",7,"인디,
OST ",2019.08.23
27,2020-08-31 23:59:59,28,Into the I-LAND,아이유 (IU) ,"56,107,342",15,댄스/팝 ,2020.06.19
28,2020-08-31 23:59:59,29,Don`t Start Now,Dua Lipa ,"55,830,528",8,팝 ,2020.03.27
29,2020-08-31 23:59:59,30,아무노래,지코 (ZICO) ,"53,735,437",7,랩/힙합 ,2020.01.13
30,2020-08-31 23:59:59,31,PLAY (Feat. 창모),청하 ,"52,577,996",7,댄스/팝 ,2020.07.06
31,2020-08-31 23:59:59,32,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤) ,"52,494,982",3,"포크/어쿠스틱,
발라드,
락/메탈 ",2019.09.25
32,2020-08-31 23:59:59,33,2002,Anne-Marie ,"49,370,010",3,"알앤비/소울,
일렉트로닉 ",2018.04.27
33,2020-08-31 23:59:59,34,처음처럼,엠씨더맥스 (M.C The Max) ,"49,170,265",7,발라드 ,2020.03.25
34,2020-08-31 23:59:59,35,MORE & MORE,TWICE ,"48,265,598",20,댄스/팝 ,2020.06.01
35,2020-08-31 23:59:59,36,늦은 밤 너의 집 앞 골목길에서,노을 ,"47,919,314",5,발라드 ,2019.11.07
36,2020-08-31 23:59:59,37,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단 ,"47,361,007",-,"랩/힙합,
알앤비/소울 ",2019.04.12
37,2020-08-31 23:59:59,38,시작,가호 (Gaho) ,"47,051,876",10,"댄스/팝,
OST ",2020.02.01
38,2020-08-31 23:59:59,39,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴 ,"45,760,936",5,"발라드,
OST ",2018.03.20
39,2020-08-31 23:59:59,40,좋은 사람 있으면 소개시켜줘,조이 (JOY) ,"44,857,006",15,"댄스/팝,
OST ",2020.03.20
40,2020-08-31 23:59:59,41,사랑은 지날수록 더욱 선명하게 남아,전상근 ,"44,360,563",15,발라드 ,2020.06.07
41,2020-08-31 23:59:59,42,Monster,레드벨벳-아이린&슬기 ,"44,319,032",24,댄스/팝 ,2020.07.06
42,2020-08-31 23:59:59,43,Psycho,레드벨벳(Red Velvet) ,"43,505,304",8,댄스/팝 ,2019.12.23
43,2020-08-31 23:59:59,44,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기 ,"42,809,614",18,"인디,
포크/어쿠스틱 ",2020.05.13
44,2020-08-31 23:59:59,45,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub) ,"42,510,336",3,"인디,
발라드,
알앤비/소울 ",2019.06.09
45,2020-08-31 23:59:59,46,Not Shy,ITZY (있지) ,"41,412,503",new,댄스/팝 ,2020.08.17
46,2020-08-31 23:59:59,47,거짓말이라도 해서 널 보고싶어,백지영 ,"41,055,986",53,발라드 ,2020.07.14
47,2020-08-31 23:59:59,48,오래된 노래,스탠딩 에그(Standing Egg) ,"40,861,558",HOT,발라드 ,2012.09.04
48,2020-08-31 23:59:59,49,마음을 드려요,아이유 (IU) ,"40,537,136",9,"발라드,
OST ",2020.02.15
49,2020-08-31 23:59:59,50,두리쥬와 (Feat. S.B.N),유두래곤 ,"39,045,077",new,"댄스/팝,
포크/어쿠스틱,
랩/힙합 ",2020.08.01
50,2020-08-31 23:59:59,51,ON,방탄소년단 ,"38,881,384",10,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
51,2020-08-31 23:59:59,52,Paris In The Rain,Lauv ,"38,429,873",5,팝 ,2018.05.31
52,2020-08-31 23:59:59,53,Love poem,아이유 (IU) ,"38,022,056",5,"댄스/팝,
발라드 ",2019.11.18
53,2020-08-31 23:59:59,54,Maniac,Conan Gray ,"37,953,575",8,팝 ,2019.10.25
54,2020-08-31 23:59:59,55,이제 나만 믿어요,임영웅 ,"37,257,813",12,성인가요 ,2020.04.03
55,2020-08-31 23:59:59,56,우리 왜 헤어져야 해,신예영 ,"37,017,867",3,발라드 ,2019.11.20
56,2020-08-31 23:59:59,57,안녕,폴킴 ,"36,732,336",4,"발라드,
OST ",2019.08.12
57,2020-08-31 23:59:59,58,아틀란티스 소녀 (Atlantis Princess),볼빨간사춘기 ,"35,519,490",new,댄스/팝 ,2020.08.07
58,2020-08-31 23:59:59,59,덤더럼(Dumhdurum),에이핑크 (Apink) ,"35,508,307",15,댄스/팝 ,2020.04.13
59,2020-08-31 23:59:59,60,화려하지 않은 고백,규현 (KYUHYUN) ,"35,376,029",22,"발라드,
OST ",2020.04.03
60,2020-08-31 23:59:59,61,What You Waiting For,전소미 ,"32,903,636",73,"댄스/팝,
알앤비/소울 ",2020.07.22
61,2020-08-31 23:59:59,62,"너에게 난, 나에게 넌",미도와 파라솔 ,"32,584,708",26,"발라드,
OST ",2020.05.29
62,2020-08-31 23:59:59,63,그때 그 아인,김필 ,"31,946,851",9,"발라드,
OST ",2020.02.15
63,2020-08-31 23:59:59,64,어떻게 지내 (답가),런치 ,"31,625,665",14,"인디,
랩/힙합 ",2020.06.06
64,2020-08-31 23:59:59,65,취했나봐,황인욱 ,"31,048,158",4,발라드 ,2020.05.24
65,2020-08-31 23:59:59,66,돌덩이,하현우 ,"30,874,439",14,"댄스/팝,
OST ",2020.02.07
66,2020-08-31 23:59:59,67,첫 줄,신용재 ,"30,805,738",16,발라드 ,2020.07.01
67,2020-08-31 23:59:59,68,WANNABE,ITZY (있지) ,"30,700,370",8,댄스/팝 ,2020.03.09
68,2020-08-31 23:59:59,69,FIESTA,IZ*ONE (아이즈원) ,"30,624,378",12,"댄스/팝,
발라드 ",2020.02.17
69,2020-08-31 23:59:59,70,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원) ,"30,527,031",38,"댄스/팝,
발라드 ",2020.06.15
70,2020-08-31 23:59:59,71,봄날,방탄소년단 ,"30,455,328",4,"댄스/팝,
랩/힙합 ",2017.02.13
71,2020-08-31 23:59:59,72,bad guy,Billie Eilish ,"29,763,421",8,팝 ,2019.03.29
72,2020-08-31 23:59:59,73,Painkiller,Ruel ,"29,601,370",5,팝 ,2019.04.30
73,2020-08-31 23:59:59,74,HIP,마마무 (Mamamoo) ,"29,505,122",7,댄스/팝 ,2019.11.14
74,2020-08-31 23:59:59,75,반만,진민호 ,"29,268,790",13,발라드 ,2019.11.30
75,2020-08-31 23:59:59,76,깡 Official Remix,"식케이, pH-1, 박재범, 김하온 (HAON) ","29,058,482",43,랩/힙합 ,2020.06.04
76,2020-08-31 23:59:59,77,너를 만나,폴킴 ,"28,851,343",12,발라드 ,2018.10.29
77,2020-08-31 23:59:59,78,아직 너의 시간에 살아,이수현 ,"28,600,633",9,"발라드,
OST ",2020.07.12
78,2020-08-31 23:59:59,79,Stuck with U,"Ariana Grande, Justin Bieber ","28,366,162",3,팝 ,2020.05.08
79,2020-08-31 23:59:59,80,비,폴킴 ,"27,710,740",1,알앤비/소울 ,2016.06.21
80,2020-08-31 23:59:59,81,찐이야,영탁 ,"27,053,980",15,성인가요 ,2020.03.13
81,2020-08-31 23:59:59,82,To Die For,Sam Smith ,"27,003,178",5,"팝,
알앤비/소울 ",2020.02.14
82,2020-08-31 23:59:59,83,내 눈물 모아,휘인 (Whee In) ,"26,791,366",25,"발라드,
OST ",2020.05.01
83,2020-08-31 23:59:59,84,그대 고운 내사랑,어반 자카파 (Urban Zakapa) ,"26,700,954",29,"댄스/팝,
OST ",2020.04.10
84,2020-08-31 23:59:59,85,12:45 (Stripped),Etham ,"26,498,683",-,팝 ,2018.10.26
85,2020-08-31 23:59:59,86,시든 꽃에 물을 주듯,HYNN(박혜원) ,"26,043,358",15,발라드 ,2019.03.31
86,2020-08-31 23:59:59,87,Left & Right,세븐틴 ,"24,890,797",48,댄스/팝 ,2020.06.22
87,2020-08-31 23:59:59,88,사랑이란 멜로는 없어,전상근 ,"24,263,084",5,발라드 ,2019.09.08
88,2020-08-31 23:59:59,89,깨워 (Who U Are),강다니엘 ,"24,130,120",new,알앤비/소울 ,2020.08.03
89,2020-08-31 23:59:59,90,너를 사랑하고 있어,백현 (BAEKHYUN) ,"24,071,596",20,"발라드,
OST ",2020.01.07
90,2020-08-31 23:59:59,91,00:00 (Zero O`Clock),방탄소년단 ,"23,238,481",13,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
91,2020-08-31 23:59:59,92,Candy,백현 (BAEKHYUN) ,"23,205,499",29,알앤비/소울 ,2020.05.25
92,2020-08-31 23:59:59,93,다시 여기 바닷가 (Acoustic Ver.),이상순 ,"23,080,371",new,"댄스/팝,
포크/어쿠스틱,
랩/힙합 ",2020.08.01
93,2020-08-31 23:59:59,94,조금 취했어 (Prod. 2soo),임재현 ,"23,044,342",8,"인디,
발라드 ",2019.09.24
94,2020-08-31 23:59:59,95,Black Swan,방탄소년단 ,"22,923,290",13,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
95,2020-08-31 23:59:59,96,어느 60대 노부부이야기,임영웅 ,"22,911,131",12,성인가요 ,2020.02.21
96,2020-08-31 23:59:59,97,니가 왜 거기서 나와 (Narr. 고은아),영탁 ,"22,755,737",24,성인가요 ,2018.10.21
97,2020-08-31 23:59:59,98,포장마차,황인욱 ,"22,150,829",17,발라드 ,2019.06.20
98,2020-08-31 23:59:59,99,바램,임영웅 ,"21,442,267",10,성인가요 ,2020.01.17
99,2020-08-31 23:59:59,100,친구,방탄소년단 ,"21,258,224",9,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
100,2020-08-31 23:59:59,101,Error (Feat. Loopy),ASH ISLAND ,"20,954,588",29,랩/힙합 ,2020.07.02
101,2020-08-31 23:59:59,102,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN) ,"20,419,766",new,발라드 ,2020.08.23
102,2020-08-31 23:59:59,103,나가,"먼데이 키즈 (Monday Kiz), 이예준 ","20,291,744",new,발라드 ,2020.08.09
103,2020-08-31 23:59:59,104,밤편지,아이유 (IU) ,"19,794,464",12,발라드 ,2017.03.24
104,2020-08-31 23:59:59,105,오늘따라 비가 와서 그런가 봐,솔지 ,"18,588,124",18,발라드 ,2020.07.09
105,2020-08-31 23:59:59,106,Juice,Lizzo ,"17,972,222",10,"팝,
알앤비/소울 ",2019.05.10
106,2020-08-31 23:59:59,107,Square (2017),백예린 ,"17,940,087",9,"댄스/팝,
알앤비/소울 ",2019.12.10
107,2020-08-31 23:59:59,108,Moon,방탄소년단 ,"17,875,354",2,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
108,2020-08-31 23:59:59,109,Senorita,"Shawn Mendes, Camila Cabello ","17,786,060",16,팝 ,2019.06.21
109,2020-08-31 23:59:59,110,comethru,Jeremy Zucker ,"17,429,809",13,팝 ,2018.09.28
110,2020-08-31 23:59:59,111,사계 (Four Seasons),태연 (TAEYEON) ,"17,106,534",4,"댄스/팝,
발라드 ",2019.03.24
111,2020-08-31 23:59:59,112,주저하는 연인들을 위해,잔나비 ,"17,015,997",2,"인디,
락/메탈 ",2019.03.13
112,2020-08-31 23:59:59,113,OHIO,크러쉬 (CRUSH) ,"16,981,427",33,알앤비/소울 ,2020.07.14
113,2020-08-31 23:59:59,114,Watermelon Sugar,Harry Styles ,"16,812,149",33,팝 ,2019.12.13
114,2020-08-31 23:59:59,115,사랑에 연습이 있었다면 (Prod. 2soo),임재현 ,"16,626,446",14,발라드 ,2018.09.25
115,2020-08-31 23:59:59,116,Filter,방탄소년단 ,"16,625,004",13,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
116,2020-08-31 23:59:59,117,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz) ,"16,215,803",8,발라드 ,2019.05.27
117,2020-08-31 23:59:59,118,Birthday,Anne-Marie ,"15,147,870",14,팝 ,2020.02.07
118,2020-08-31 23:59:59,119,Happy,태연 (TAEYEON) ,"14,656,233",45,알앤비/소울 ,2020.05.04
119,2020-08-31 23:59:59,120,Believer,Imagine Dragons ,"14,572,095",6,락 ,2017.06.23
120,2020-08-31 23:59:59,121,LALALILALA,에이프릴(APRIL) ,"14,565,754",9,댄스/팝 ,2020.04.22
121,2020-08-31 23:59:59,122,Ice Cream (with Selena Gomez),BLACKPINK ,"14,246,630",new,댄스/팝 ,2020.08.28
122,2020-08-31 23:59:59,123,다시 만날까 봐,V.O.S ,"14,084,849",12,발라드 ,2019.09.01
123,2020-08-31 23:59:59,124,Shape of You,Ed Sheeran ,"13,842,904",7,"락,
팝 ",2017.03.03
124,2020-08-31 23:59:59,125,Apple,여자친구 (GFRIEND) ,"13,221,850",30,댄스/팝 ,2020.07.13
125,2020-08-31 23:59:59,126,OCEAN VIEW (Feat.찬열),로시 (Rothy) ,"13,069,397",new,알앤비/소울 ,2020.08.13
126,2020-08-31 23:59:59,127,너에게 못했던 내 마지막 말은,다비치 ,"12,992,847",2,발라드 ,2019.05.17
127,2020-08-31 23:59:59,128,우리 만남이,폴킴 ,"12,971,199",34,알앤비/소울 ,2020.04.22
128,2020-08-31 23:59:59,129,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"12,903,254",13,랩/힙합 ,2017.06.26
129,2020-08-31 23:59:59,130,니 소식,송하예 ,"12,846,658",6,발라드 ,2019.05.11
130,2020-08-31 23:59:59,131,그대라는 시,태연 (TAEYEON) ,"12,723,903",2,"발라드,
OST ",2019.07.21
131,2020-08-31 23:59:59,132,Say So,Doja Cat ,"12,689,982",17,알앤비/소울 ,2019.11.07
132,2020-08-31 23:59:59,133,Youth,Troye Sivan ,"12,629,119",5,팝 ,2016.01.23
133,2020-08-31 23:59:59,134,Bad,Christopher ,"12,619,979",18,알앤비/소울 ,2019.11.08
134,2020-08-31 23:59:59,135,Way Back Home,숀 (SHAUN) ,"12,576,245",2,"인디,
일렉트로닉 ",2018.06.27
135,2020-08-31 23:59:59,136,여행,볼빨간사춘기 ,"12,342,221",10,"인디,
댄스/팝 ",2018.05.24
136,2020-08-31 23:59:59,137,Attention,Charlie Puth ,"12,283,891",1,"팝,
알앤비/소울 ",2018.05.11
137,2020-08-31 23:59:59,138,시차,방탄소년단 ,"12,254,604",16,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
138,2020-08-31 23:59:59,139,10억뷰 (Feat. MOON),세훈&찬열 ,"12,202,230",51,랩/힙합 ,2020.07.13
139,2020-08-31 23:59:59,140,STAY THE NIGHT (Feat. DeVita),GRAY (그레이) ,"12,191,837",new,랩/힙합 ,2020.08.12
140,2020-08-31 23:59:59,141,We are Bulletproof : the Eternal,방탄소년단 ,"12,153,277",23,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
141,2020-08-31 23:59:59,142,그때가 좋았어,케이시 (Kassy) ,"12,091,220",1,발라드 ,2018.12.31
142,2020-08-31 23:59:59,143,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (Maktub) ,"12,079,839",44,"인디,
알앤비/소울 ",2020.04.26
143,2020-08-31 23:59:59,144,아하 (Oh my summer),코요태(KYT) ,"12,029,657",new,댄스/팝 ,2020.08.02
144,2020-08-31 23:59:59,145,Speechless (Full),Naomi Scott ,"11,882,571",5,"팝,
OST ",2019.05.22
145,2020-08-31 23:59:59,146,"다시 난, 여기",백예린 ,"11,675,134",20,"발라드,
OST ",2020.01.12
146,2020-08-31 23:59:59,147,Now or Never,에이프릴(APRIL) ,"11,660,017",new,댄스/팝 ,2020.07.29
147,2020-08-31 23:59:59,148,기억해줘요 내 모든 날과 그때를,거미 ,"11,605,796",5,"발라드,
OST ",2019.08.04
148,2020-08-31 23:59:59,149,술이 문제야,"장혜진, 윤민수 ","11,494,583",10,발라드 ,2019.06.18
149,2020-08-31 23:59:59,150,보라빛 엽서,임영웅 ,"11,480,110",8,성인가요 ,2020.03.06
150,2020-08-31 23:59:59,151,나의 오랜 연인에게,다비치 ,"11,364,862",14,발라드 ,2019.12.03
151,2020-08-31 23:59:59,152,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo ","11,307,581",new,팝 ,2020.06.11
152,2020-08-31 23:59:59,153,공중정원 (Garden In The Air),백현 (BAEKHYUN) ,"11,253,538",new,알앤비/소울 ,2020.07.31
153,2020-08-31 23:59:59,154,Sugar,Maroon 5 ,"11,249,095",6,"락,
팝 ",2014.09.01
