,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2021-05-31 23:59:59,1,롤린 (Rollin`),브레이브걸스 (Brave Girls) ,"118,877,743",1,댄스/팝 ,2017.03.07
1,2021-05-31 23:59:59,2,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber ,"116,236,019",2,팝 ,2021.03.19
2,2021-05-31 23:59:59,3,라일락,아이유 (IU) ,"106,747,583",2,"댄스/팝,
발라드,
알앤비/소울 ",2021.03.25
3,2021-05-31 23:59:59,4,운전만해 (We Ride),브레이브걸스 (Brave Girls) ,"94,509,456",1,댄스/팝 ,2020.08.14
4,2021-05-31 23:59:59,5,Celebrity,아이유 (IU) ,"88,274,276",2,"댄스/팝,
발라드,
알앤비/소울 ",2021.03.25
5,2021-05-31 23:59:59,6,Timeless,SG 워너비 ,"86,242,658",15,"댄스/팝,
알앤비/소울 ",2004.01.20
6,2021-05-31 23:59:59,7,Dun Dun Dance,오마이걸 (OH MY GIRL) ,"86,077,360",new,댄스/팝 ,2021.05.10
7,2021-05-31 23:59:59,8,Butter,방탄소년단 ,"76,449,834",new,댄스/팝 ,2021.05.21
8,2021-05-31 23:59:59,9,라라라,SG 워너비 ,"72,950,311",23,"댄스/팝,
발라드 ",2008.04.24
9,2021-05-31 23:59:59,10,Dynamite,방탄소년단 ,"69,958,653",-,댄스/팝 ,2020.08.21
10,2021-05-31 23:59:59,11,마.피.아. In the morning,ITZY (있지) ,"68,669,492",new,랩/힙합 ,2021.04.30
11,2021-05-31 23:59:59,12,내 손을 잡아,아이유 (IU) ,"61,230,245",4,OST ,2011.05.25
12,2021-05-31 23:59:59,13,Coin,아이유 (IU) ,"60,517,270",7,"댄스/팝,
발라드,
알앤비/소울 ",2021.03.25
13,2021-05-31 23:59:59,14,맛 (Hot Sauce),NCT DREAM ,"59,511,312",new,랩/힙합 ,2021.05.10
14,2021-05-31 23:59:59,15,ASAP,STAYC(스테이씨) ,"58,760,517",93,"일렉트로닉,
댄스/팝,
알앤비/소울 ",2021.04.08
15,2021-05-31 23:59:59,16,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지 ","56,286,969",7,댄스/팝 ,2021.03.05
16,2021-05-31 23:59:59,17,상상더하기,라붐 (LABOUM) ,"56,272,480",HOT,댄스/팝 ,2016.04.06
17,2021-05-31 23:59:59,18,내사람,SG 워너비 ,"53,645,065",50,알앤비/소울 ,2006.11.16
18,2021-05-31 23:59:59,19,밤하늘의 별을(2020),경서 ,"53,619,370",7,"인디,
발라드 ",2020.11.14
19,2021-05-31 23:59:59,20,On The Ground,로제 (ROSE) ,"53,536,763",13,락/메탈 ,2021.03.12
20,2021-05-31 23:59:59,21,밝게 빛나는 별이 되어 비춰줄게,송이한 ,"52,327,698",4,"인디,
알앤비/소울 ",2020.12.29
21,2021-05-31 23:59:59,22,Next Level,aespa ,"51,730,328",new,댄스/팝 ,2021.05.17
22,2021-05-31 23:59:59,23,헤픈 우연,헤이즈 (Heize) ,"51,123,776",new,알앤비/소울 ,2021.05.20
