,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2021-08-31 23:59:59,1,신호등,이무진 ,"128,808,484",3,댄스/팝 ,2021.05.14
1,2021-08-31 23:59:59,2,낙하 (with 아이유),AKMU (악뮤) ,"112,346,694",82,"댄스/팝,
알앤비/소울 ",2021.07.26
2,2021-08-31 23:59:59,3,바라만 본다,MSG워너비(M.O.M) ,"111,653,803",2,발라드 ,2021.06.26
3,2021-08-31 23:59:59,4,Next Level,aespa ,"104,386,882",2,댄스/팝 ,2021.05.17
4,2021-08-31 23:59:59,5,Weekend,태연 (TAEYEON) ,"97,043,932",4,댄스/팝 ,2021.07.06
5,2021-08-31 23:59:59,6,Permission to Dance,방탄소년단 ,"94,140,116",3,댄스/팝 ,2021.07.09
6,2021-08-31 23:59:59,7,Butter,방탄소년단 ,"84,474,813",2,댄스/팝 ,2021.05.21
7,2021-08-31 23:59:59,8,좋아좋아,조정석 ,"80,136,299",23,"댄스/팝,
OST ",2021.07.16
8,2021-08-31 23:59:59,9,Stay,"The Kid LAROI, Justin Bieber ","76,397,036",HOT,팝 ,2021.07.09
9,2021-08-31 23:59:59,10,헤픈 우연,헤이즈 (Heize) ,"75,510,367",3,알앤비/소울 ,2021.05.20
10,2021-08-31 23:59:59,11,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코) ","72,765,999",32,2020.06.20,싱글
11,2021-08-31 23:59:59,12,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber ,"70,618,907",1,팝 ,2021.03.19
12,2021-08-31 23:59:59,13,Dun Dun Dance,오마이걸 (OH MY GIRL) ,"66,954,992",3,댄스/팝 ,2021.05.10
13,2021-08-31 23:59:59,14,DUMB DUMB,전소미 ,"65,718,347",new,댄스/팝 ,2021.08.02
14,2021-08-31 23:59:59,15,비와 당신,이무진 ,"64,404,570",1,"락/메탈,
OST ",2021.06.18
15,2021-08-31 23:59:59,16,롤린 (Rollin`),브레이브걸스 (Brave Girls) ,"62,231,939",3,댄스/팝 ,2017.03.07
16,2021-08-31 23:59:59,17,Dynamite,방탄소년단 ,"59,179,888",1,댄스/팝 ,2020.08.21
17,2021-08-31 23:59:59,18,라일락,아이유 (IU) ,"58,362,510",3,"댄스/팝,
발라드,
알앤비/소울 ",2021.03.25
18,2021-08-31 23:59:59,19,치맛바람 (Chi Mat Ba Ram),브레이브걸스 (Brave Girls) ,"58,351,220",11,댄스/팝 ,2021.06.17
19,2021-08-31 23:59:59,20,Alcohol-Free,TWICE ,"56,858,713",8,댄스/팝 ,2021.06.11
20,2021-08-31 23:59:59,21,Bad Habits,Ed Sheeran ,"56,573,701",28,팝 ,2021.10.29
21,2021-08-31 23:59:59,22,비가 오는 날엔 (2021),헤이즈 (Heize) ,"53,436,794",new,"발라드,
OST ",2021.08.04
22,2021-08-31 23:59:59,23,Celebrity,아이유 (IU) ,"52,799,983",2,"댄스/팝,
발라드,
알앤비/소울 ",2021.03.25
23,2021-08-31 23:59:59,24,Queendom,레드벨벳(Red Velvet) ,"51,994,596",new,댄스/팝 ,2021.08.16
24,2021-08-31 23:59:59,25,하루만 더,빅마마 (BigMama) ,"51,128,566",8,발라드 ,2021.06.24
25,2021-08-31 23:59:59,26,ASAP,STAYC(스테이씨) ,"50,768,507",8,"일렉트로닉,
댄스/팝,
알앤비/소울 ",2021.04.08
26,2021-08-31 23:59:59,27,안녕 (Hello),조이 (JOY) ,"49,253,535",8,댄스/팝 ,2021.05.31
27,2021-08-31 23:59:59,28,나를 아는 사람,MSG워너비(정상동기) ,"49,131,442",22,발라드 ,2021.06.26
