,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2020-06-30 23:59:59,1,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU) ,"147,391,399",-,댄스/팝 ,2020.05.06
1,2020-06-30 23:59:59,2,아로하,조정석 ,"134,098,891",-,"인디,
OST ",2020.03.27
2,2020-06-30 23:59:59,3,사랑하게 될 줄 알았어,전미도 ,"127,995,526",12,"댄스/팝,
OST ",2020.05.22
3,2020-06-30 23:59:59,4,MORE & MORE,TWICE ,"117,935,068",new,댄스/팝 ,2020.06.01
4,2020-06-30 23:59:59,5,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL) ,"100,507,327",2,댄스/팝 ,2020.04.27
5,2020-06-30 23:59:59,6,Downtown Baby,블루 (BLOO) ,"98,506,562",new,랩/힙합 ,2017.12.06
6,2020-06-30 23:59:59,7,깡 Official Remix,"식케이, pH-1, 박재범, 김하온 (HAON) ","91,674,785",new,랩/힙합 ,2020.06.04
7,2020-06-30 23:59:59,8,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기 ,"80,927,840",4,"인디,
포크/어쿠스틱 ",2020.05.13
8,2020-06-30 23:59:59,9,좋은 사람 있으면 소개시켜줘,조이 (JOY) ,"77,789,935",2,"댄스/팝,
OST ",2020.03.20
9,2020-06-30 23:59:59,10,"너에게 난, 나에게 넌",미도와 파라솔 ,"74,732,713",HOT,"발라드,
OST ",2020.05.29
10,2020-06-30 23:59:59,11,Dolphin,오마이걸 (OH MY GIRL) ,"73,333,439",5,댄스/팝 ,2020.04.27
11,2020-06-30 23:59:59,12,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준 ,"68,435,722",2,"인디,
OST ",2019.08.23
12,2020-06-30 23:59:59,13,Memories,Maroon 5 ,"67,725,790",18,팝 ,2019.09.20
13,2020-06-30 23:59:59,14,화려하지 않은 고백,규현 (KYUHYUN) ,"67,374,272",3,"발라드,
OST ",2020.04.03
14,2020-06-30 23:59:59,15,시작,가호 (Gaho) ,"65,797,844",10,"댄스/팝,
OST ",2020.02.01
15,2020-06-30 23:59:59,16,아무노래,지코 (ZICO) ,"65,700,346",5,랩/힙합 ,2020.01.13
16,2020-06-30 23:59:59,17,처음처럼,엠씨더맥스 (M.C The Max) ,"64,007,381",9,발라드 ,2020.03.25
17,2020-06-30 23:59:59,18,Blueming,아이유 (IU) ,"63,909,757",6,"댄스/팝,
발라드 ",2019.11.18
