,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2021-07-31 23:59:59,1,바라만 본다,MSG워너비(M.O.M) ,"164,586,469",31,발라드 ,2021.06.26
1,2021-07-31 23:59:59,2,Next Level,aespa ,"129,290,207",-,댄스/팝 ,2021.05.17
2,2021-07-31 23:59:59,3,Permission to Dance,방탄소년단 ,"111,202,447",new,댄스/팝 ,2021.07.09
3,2021-07-31 23:59:59,4,신호등,이무진 ,"111,139,816",50,댄스/팝 ,2021.05.14
4,2021-07-31 23:59:59,5,Butter,방탄소년단 ,"109,779,667",4,댄스/팝 ,2021.05.21
5,2021-07-31 23:59:59,6,나를 아는 사람,MSG워너비(정상동기) ,"96,604,711",45,발라드 ,2021.06.26
6,2021-07-31 23:59:59,7,헤픈 우연,헤이즈 (Heize) ,"94,664,838",4,알앤비/소울 ,2021.05.20
7,2021-07-31 23:59:59,8,치맛바람 (Chi Mat Ba Ram),브레이브걸스 (Brave Girls) ,"94,588,753",8,댄스/팝 ,2021.06.17
8,2021-07-31 23:59:59,9,Weekend,태연 (TAEYEON) ,"94,184,267",new,댄스/팝 ,2021.07.06
9,2021-07-31 23:59:59,10,Dun Dun Dance,오마이걸 (OH MY GIRL) ,"86,869,719",6,댄스/팝 ,2021.05.10
10,2021-07-31 23:59:59,11,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber ,"80,980,659",6,팝 ,2021.03.19
11,2021-07-31 23:59:59,12,Alcohol-Free,TWICE ,"79,827,406",2,댄스/팝 ,2021.06.11
12,2021-07-31 23:59:59,13,롤린 (Rollin`),브레이브걸스 (Brave Girls) ,"78,278,094",7,댄스/팝 ,2017.03.07
13,2021-07-31 23:59:59,14,비와 당신,이무진 ,"70,836,022",34,"락/메탈,
OST ",2021.06.18
14,2021-07-31 23:59:59,15,라일락,아이유 (IU) ,"68,554,657",8,"댄스/팝,
발라드,
알앤비/소울 ",2021.03.25
15,2021-07-31 23:59:59,16,Dynamite,방탄소년단 ,"66,718,352",3,댄스/팝 ,2020.08.21
16,2021-07-31 23:59:59,17,하루만 더,빅마마 (BigMama) ,"66,559,860",HOT,발라드 ,2021.06.24
17,2021-07-31 23:59:59,18,ASAP,STAYC(스테이씨) ,"66,081,925",10,"일렉트로닉,
댄스/팝,
알앤비/소울 ",2021.04.08
