,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2019-08-31 23:59:59,1,기억해줘요 내 모든 날과 그때를,거미 ,"186,340,117",new,"발라드,
OST ",2019.08.04
1,2019-08-31 23:59:59,2,그대라는 시,태연 (TAEYEON) ,"166,315,525",17,"발라드,
OST ",2019.07.21
2,2019-08-31 23:59:59,3,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub) ,"152,923,809",10,"인디,
발라드,
알앤비/소울 ",2019.06.09
3,2019-08-31 23:59:59,4,안녕,폴킴 ,"140,731,524",new,"발라드,
OST ",2019.08.12
4,2019-08-31 23:59:59,5,술이 문제야,"장혜진, 윤민수 ","135,159,334",4,발라드 ,2019.06.18
5,2019-08-31 23:59:59,6,니 소식,송하예 ,"134,123,321",3,발라드 ,2019.05.11
6,2019-08-31 23:59:59,7,내 맘을 볼 수 있나요,헤이즈 (Heize) ,"121,439,628",HOT,"발라드,
OST ",2019.07.28
7,2019-08-31 23:59:59,8,포장마차,황인욱 ,"119,792,062",2,발라드 ,2019.06.20
8,2019-08-31 23:59:59,9,2002,Anne-Marie ,"118,149,953",3,"알앤비/소울,
일렉트로닉 ",2018.04.27
9,2019-08-31 23:59:59,10,헤어져줘서 고마워,벤 (Ben) ,"117,813,246",8,발라드 ,2019.07.03
10,2019-08-31 23:59:59,11,사랑에 연습이 있었다면 (Prod. 2soo),임재현 ,"106,139,352",6,발라드 ,2018.09.25
11,2019-08-31 23:59:59,12,ICY,ITZY (있지) ,"103,815,719",HOT,댄스/팝 ,2019.07.29
12,2019-08-31 23:59:59,13,내 목소리 들리니,벤 (Ben) ,"101,629,007",new,"발라드,
OST ",2019.08.11
13,2019-08-31 23:59:59,14,bad guy,Billie Eilish ,"97,501,222",5,팝 ,2019.03.29
14,2019-08-31 23:59:59,15,나의 어깨에 기대어요,10cm ,"95,733,069",63,"발라드,
OST ",2019.07.20
15,2019-08-31 23:59:59,16,Speechless (Full),Naomi Scott ,"93,549,574",12,"팝,
OST ",2019.05.22
