,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2020-05-31 23:59:59,1,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU) ,"203,934,380",new,댄스/팝 ,2020.05.06
1,2020-05-31 23:59:59,2,아로하,조정석 ,"172,604,488",1,"인디,
OST ",2020.03.27
2,2020-05-31 23:59:59,3,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL) ,"135,959,772",83,댄스/팝 ,2020.04.27
3,2020-05-31 23:59:59,4,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기 ,"126,306,971",new,"인디,
포크/어쿠스틱 ",2020.05.13
4,2020-05-31 23:59:59,5,시작,가호 (Gaho) ,"93,295,711",3,"댄스/팝,
OST ",2020.02.01
5,2020-05-31 23:59:59,6,덤더럼(Dumhdurum),에이핑크 (Apink) ,"90,637,597",4,댄스/팝 ,2020.04.13
6,2020-05-31 23:59:59,7,좋은 사람 있으면 소개시켜줘,조이 (JOY) ,"88,775,993",6,"댄스/팝,
OST ",2020.03.20
7,2020-05-31 23:59:59,8,처음처럼,엠씨더맥스 (M.C The Max) ,"87,962,281",5,발라드 ,2020.03.25
8,2020-05-31 23:59:59,9,Happy,태연 (TAEYEON) ,"87,128,252",new,알앤비/소울 ,2020.05.04
9,2020-05-31 23:59:59,10,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준 ,"85,957,203",6,"인디,
OST ",2019.08.23
10,2020-05-31 23:59:59,11,아무노래,지코 (ZICO) ,"78,320,451",6,랩/힙합 ,2020.01.13
11,2020-05-31 23:59:59,12,Blueming,아이유 (IU) ,"73,807,116",-,"댄스/팝,
발라드 ",2019.11.18
12,2020-05-31 23:59:59,13,METEOR,창모 (CHANGMO) ,"69,182,048",4,랩/힙합 ,2019.11.29
13,2020-05-31 23:59:59,14,ON,방탄소년단 ,"68,592,392",3,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.02.21
14,2020-05-31 23:59:59,15,사랑하게 될 줄 알았어,전미도 ,"66,487,541",new,"댄스/팝,
OST ",2020.05.22
15,2020-05-31 23:59:59,16,Dolphin,오마이걸 (OH MY GIRL) ,"65,902,856",new,댄스/팝 ,2020.04.27
16,2020-05-31 23:59:59,17,화려하지 않은 고백,규현 (KYUHYUN) ,"63,345,473",42,"발라드,
OST ",2020.04.03
17,2020-05-31 23:59:59,18,돌덩이,하현우 ,"61,907,510",11,"댄스/팝,
OST ",2020.02.07
18,2020-05-31 23:59:59,19,그대 고운 내사랑,어반 자카파 (Urban Zakapa) ,"60,460,833",43,"댄스/팝,
OST ",2020.04.10
19,2020-05-31 23:59:59,20,우리 만남이,폴킴 ,"60,295,467",20,알앤비/소울 ,2020.04.22
20,2020-05-31 23:59:59,21,내 눈물 모아,휘인 (Whee In) ,"59,816,154",new,"발라드,
OST ",2020.05.01
21,2020-05-31 23:59:59,22,WANNABE,ITZY (있지) ,"58,562,783",14,댄스/팝 ,2020.03.09
22,2020-05-31 23:59:59,23,그때 그 아인,김필 ,"57,956,334",17,"발라드,
OST ",2020.02.15
