,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2019-06-30 23:59:59,1,2002,Anne-Marie ,"173,282,092",5,"알앤비/소울,
일렉트로닉 ",2018.04.27
1,2019-06-30 23:59:59,2,사랑에 연습이 있었다면 (Prod. 2soo),임재현 ,"171,009,826",1,발라드 ,2018.09.25
2,2019-06-30 23:59:59,3,너에게 못했던 내 마지막 말은,다비치 ,"149,684,405",13,발라드 ,2019.05.17
3,2019-06-30 23:59:59,4,솔직하게 말해서 나,김나영 ,"136,345,752",new,발라드 ,2019.06.09
4,2019-06-30 23:59:59,5,bad guy,Billie Eilish ,"133,964,891",6,팝 ,2019.03.29
5,2019-06-30 23:59:59,6,누구 없소 (NO ONE) (Feat. B.I of iKON),이하이 ,"132,869,423",HOT,"댄스/팝,
알앤비/소울 ",2019.05.30
6,2019-06-30 23:59:59,7,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단 ,"125,294,899",5,"랩/힙합,
알앤비/소울 ",2019.04.12
7,2019-06-30 23:59:59,8,주저하는 연인들을 위해,잔나비 ,"106,283,117",7,"인디,
락/메탈 ",2019.03.13
8,2019-06-30 23:59:59,9,술이 문제야,"장혜진, 윤민수 ","106,181,895",new,발라드 ,2019.06.18
9,2019-06-30 23:59:59,10,Speechless (Full),Naomi Scott ,"104,593,849",new,"팝,
OST ",2019.05.22
10,2019-06-30 23:59:59,11,FANCY,TWICE ,"97,479,905",7,댄스/팝 ,2019.04.22
11,2019-06-30 23:59:59,12,노래방에서,장범준 ,"91,583,988",3,댄스/팝 ,2019.03.21
12,2019-06-30 23:59:59,13,사계 (Four Seasons),태연 (TAEYEON) ,"91,554,598",5,"댄스/팝,
발라드 ",2019.03.24
13,2019-06-30 23:59:59,14,Goodbye,박효신 ,"89,629,027",9,발라드 ,2019.05.06
14,2019-06-30 23:59:59,15,니 소식,송하예 ,"86,177,126",HOT,발라드 ,2019.05.11
15,2019-06-30 23:59:59,16,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz) ,"85,352,636",HOT,발라드 ,2019.05.27
16,2019-06-30 23:59:59,17,그때가 좋았어,케이시 (Kassy) ,"83,387,129",5,발라드 ,2018.12.31
17,2019-06-30 23:59:59,18,"나만, 봄",볼빨간사춘기 ,"83,187,860",11,"인디,
포크/어쿠스틱 ",2019.04.02
18,2019-06-30 23:59:59,19,서울 밤 (Feat. 빈지노),어반 자카파 (Urban Zakapa) ,"81,608,944",new,알앤비/소울 ,2019.06.13
19,2019-06-30 23:59:59,20,AH YEAH (아예),위너(WINNER) ,"77,702,542",-,댄스/팝 ,2019.05.15
20,2019-06-30 23:59:59,21,A Whole New World,"Mena Massoud, Naomi Scott ","75,305,071",new,"팝,
OST ",2019.05.22
21,2019-06-30 23:59:59,22,대충 입고 나와,우디(Woody) ,"74,237,225",HOT,"인디,
랩/힙합 ",2019.05.29
22,2019-06-30 23:59:59,23,Kill This Love,BLACKPINK ,"72,204,748",13,"댄스/팝,
랩/힙합 ",2019.04.05
