,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2021-01-31 23:59:59,1,밤하늘의 별을(2020),경서 ,"87,978,693",2,"인디,
발라드 ",2020.11.14
1,2021-01-31 23:59:59,2,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) ","85,200,176",1,랩/힙합 ,2020.11.21
2,2021-01-31 23:59:59,3,Dynamite,방탄소년단 ,"78,904,721",1,댄스/팝 ,2020.08.21
3,2021-01-31 23:59:59,4,잠이 오질 않네요,장범준 ,"69,495,706",-,발라드 ,2020.10.24
4,2021-01-31 23:59:59,5,Lovesick Girls,BLACKPINK ,"62,193,064",3,"댄스/팝,
랩/힙합 ",2020.10.02
5,2021-01-31 23:59:59,6,취기를 빌려 (취향저격 그녀 X 산들),산들 ,"60,360,304",4,발라드 ,2020.07.20
6,2021-01-31 23:59:59,7,힘든 건 사랑이 아니다,임창정 ,"58,413,140",-,발라드 ,2020.10.19
7,2021-01-31 23:59:59,8,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI) ,"55,098,529",3,랩/힙합 ,2020.12.05
8,2021-01-31 23:59:59,9,Life Goes On,방탄소년단 ,"54,833,987",3,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.11.20
9,2021-01-31 23:59:59,10,오래된 노래,스탠딩 에그(Standing Egg) ,"47,600,865",5,발라드 ,2012.09.04
10,2021-01-31 23:59:59,11,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI) ,"46,883,120",59,랩/힙합 ,2020.12.19
11,2021-01-31 23:59:59,12,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS ","46,706,476",2,팝 ,2020.10.02
12,2021-01-31 23:59:59,13,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN) ,"46,314,500",3,발라드 ,2020.08.23
13,2021-01-31 23:59:59,14,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 ,"46,052,031",8,"인디,
발라드 ",2020.10.23
14,2021-01-31 23:59:59,15,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU) ,"45,150,689",8,댄스/팝 ,2020.05.06
