,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2020-12-31 23:59:59,1,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) ","127,441,893",23,랩/힙합 ,2020.11.21
1,2020-12-31 23:59:59,2,Dynamite,방탄소년단 ,"96,760,904",1,댄스/팝 ,2020.08.21
2,2020-12-31 23:59:59,3,밤하늘의 별을(2020),경서 ,"87,685,415",45,"인디,
발라드 ",2020.11.14
3,2020-12-31 23:59:59,4,잠이 오질 않네요,장범준 ,"87,003,725",-,발라드 ,2020.10.24
4,2020-12-31 23:59:59,5,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI) ,"79,490,224",new,랩/힙합 ,2020.12.05
5,2020-12-31 23:59:59,6,Life Goes On,방탄소년단 ,"76,964,319",15,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.11.20
6,2020-12-31 23:59:59,7,힘든 건 사랑이 아니다,임창정 ,"76,653,039",5,발라드 ,2020.10.19
7,2020-12-31 23:59:59,8,Lovesick Girls,BLACKPINK ,"73,643,023",5,"댄스/팝,
랩/힙합 ",2020.10.02
8,2020-12-31 23:59:59,9,All I Want For Christmas Is You,Mariah Carey ,"72,177,813",HOT,"캐롤,
팝 ",2019.11.01
9,2020-12-31 23:59:59,10,취기를 빌려 (취향저격 그녀 X 산들),산들 ,"71,049,538",5,발라드 ,2020.07.20
10,2020-12-31 23:59:59,11,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (Mirani) ,"58,939,930",new,랩/힙합 ,2020.12.05
11,2020-12-31 23:59:59,12,Santa Tell Me,Ariana Grande ,"58,274,681",HOT,"캐롤,
팝,
알앤비/소울 ",2014.11.24
12,2020-12-31 23:59:59,13,Freak (Prod. Slom),"릴보이 (lIlBOI) , 원슈타인 (Wonstein) , Chillin Homie , 스카이민혁 (Skyminhyuk) ","57,008,449",71,랩/힙합 ,2020.11.21
13,2020-12-31 23:59:59,14,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS ","56,611,454",6,팝 ,2020.10.02
14,2020-12-31 23:59:59,15,오래된 노래,스탠딩 에그(Standing Egg) ,"54,937,492",6,발라드 ,2012.09.04
15,2020-12-31 23:59:59,16,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN) ,"52,928,299",4,발라드 ,2020.08.23
16,2020-12-31 23:59:59,17,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤) ,"50,753,803",2,"포크/어쿠스틱,
발라드,
락/메탈 ",2019.09.25
17,2020-12-31 23:59:59,18,When We Disco (Duet with 선미),박진영 ,"49,749,665",7,댄스/팝 ,2020.08.12
18,2020-12-31 23:59:59,19,딩가딩가 (Dingga),마마무 (Mamamoo) ,"49,502,827",12,댄스/팝 ,2020.10.20
19,2020-12-31 23:59:59,20,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda ,"48,388,510",new,랩/힙합 ,2020.12.05
20,2020-12-31 23:59:59,21,DON`T TOUCH ME,환불원정대 ,"48,092,710",15,댄스/팝 ,2020.10.10
21,2020-12-31 23:59:59,22,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 ,"47,260,371",11,"인디,
발라드 ",2020.10.23
22,2020-12-31 23:59:59,23,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU) ,"46,796,140",9,댄스/팝 ,2020.05.06
23,2020-12-31 23:59:59,24,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준 ,"45,481,822",11,"인디,
OST ",2019.08.23
24,2020-12-31 23:59:59,25,이제 나만 믿어요,임영웅 ,"44,445,714",6,성인가요 ,2020.04.03
25,2020-12-31 23:59:59,26,Snowman,Sia ,"43,950,864",HOT,캐롤 ,2017.11.11
26,2020-12-31 23:59:59,27,I CAN`T STOP ME,TWICE ,"43,401,916",17,댄스/팝 ,2020.10.26
27,2020-12-31 23:59:59,28,혼술하고 싶은 밤,벤 (Ben) ,"43,326,624",new,발라드 ,2020.12.02
