,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2021-02-28 23:59:59,1,Celebrity,아이유 (IU) ,"152,189,447",16,"댄스/팝,
발라드,
알앤비/소울 ",2021.03.25
1,2021-02-28 23:59:59,2,밤하늘의 별을(2020),경서 ,"74,661,546",1,"인디,
발라드 ",2020.11.14
2,2021-02-28 23:59:59,3,Dynamite,방탄소년단 ,"70,316,851",-,댄스/팝 ,2020.08.21
3,2021-02-28 23:59:59,4,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) ","62,379,313",2,랩/힙합 ,2020.11.21
4,2021-02-28 23:59:59,5,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10cm ,"60,354,710",74,발라드 ,2021.01.24
5,2021-02-28 23:59:59,6,잠이 오질 않네요,장범준 ,"59,503,999",2,발라드 ,2020.10.24
6,2021-02-28 23:59:59,7,Lovesick Girls,BLACKPINK ,"57,281,480",2,"댄스/팝,
랩/힙합 ",2020.10.02
7,2021-02-28 23:59:59,8,취기를 빌려 (취향저격 그녀 X 산들),산들 ,"54,412,179",2,발라드 ,2020.07.20
8,2021-02-28 23:59:59,9,I`m Not Cool,현아 (HyunA) ,"48,910,576",HOT,"댄스/팝,
알앤비/소울 ",2021.01.28
9,2021-02-28 23:59:59,10,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU) ,"47,635,210",5,댄스/팝 ,2020.05.06
10,2021-02-28 23:59:59,11,힘든 건 사랑이 아니다,임창정 ,"46,987,146",4,발라드 ,2020.10.19
11,2021-02-28 23:59:59,12,PARANOIA,강다니엘 ,"45,758,748",new,알앤비/소울 ,2021.02.16
12,2021-02-28 23:59:59,13,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 ,"45,088,502",1,"인디,
발라드 ",2020.10.23
13,2021-02-28 23:59:59,14,내 손을 잡아,아이유 (IU) ,"45,058,310",99,OST ,2011.05.25
14,2021-02-28 23:59:59,15,Blueming,아이유 (IU) ,"44,972,469",5,"댄스/팝,
발라드 ",2019.11.18
15,2021-02-28 23:59:59,16,뒤돌아보지 말아요,젝스키스 ,"44,438,212",new,발라드 ,2021.02.05
16,2021-02-28 23:59:59,17,화(火花),(여자)아이들 ,"42,911,612",1,댄스/팝 ,2021.01.11
17,2021-02-28 23:59:59,18,오래된 노래,스탠딩 에그(Standing Egg) ,"42,135,285",8,발라드 ,2012.09.04
18,2021-02-28 23:59:59,19,Life Goes On,방탄소년단 ,"42,024,305",10,"댄스/팝,
랩/힙합,
알앤비/소울 ",2020.11.20
19,2021-02-28 23:59:59,20,고백 (바른연애 길잡이 X 허각),허각 ,"41,914,175",new,발라드 ,2021.02.04
20,2021-02-28 23:59:59,21,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN) ,"39,458,499",8,발라드 ,2020.08.23
21,2021-02-28 23:59:59,22,밝게 빛나는 별이 되어 비춰줄게,송이한 ,"39,408,237",56,"인디,
알앤비/소울 ",2020.12.29
