,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
0,2022-01-31 23:59:59,1,취중고백,김민석 ,"88,223,630",74,발라드 ,2021.12.19
1,2022-01-31 23:59:59,2,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo ,"86,930,703",1,랩/힙합 ,2021.11.13
2,2022-01-31 23:59:59,3,Counting Stars (Feat. Beenzino),BE`O (비오) ,"78,979,356",1,랩/힙합 ,2021.12.12
3,2022-01-31 23:59:59,4,겨울잠,아이유 (IU) ,"78,848,744",HOT,"포크/어쿠스틱,
발라드 ",2021.12.29
4,2022-01-31 23:59:59,5,ELEVEN,IVE (아이브) ,"78,489,443",1,댄스/팝 ,2021.12.01
5,2022-01-31 23:59:59,6,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오) ,"77,718,050",4,랩/힙합 ,2021.11.20
6,2022-01-31 23:59:59,7,사랑은 늘 도망가,임영웅 ,"71,567,778",1,"발라드,
OST ",2021.10.11
7,2022-01-31 23:59:59,8,Dreams Come True,aespa ,"67,111,311",84,댄스/팝 ,2021.12.20
8,2022-01-31 23:59:59,9,눈이 오잖아 (Feat.헤이즈),이무진 ,"62,702,435",2,발라드 ,2021.12.03
9,2022-01-31 23:59:59,10,드라마,아이유 (IU) ,"59,907,995",HOT,"포크/어쿠스틱,
발라드 ",2021.12.29
10,2022-01-31 23:59:59,11,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식(Basick) ,"57,871,668",8,랩/힙합 ,2021.11.20
11,2022-01-31 23:59:59,12,Step Back,GOT the beat ,"55,220,567",new,댄스/팝 ,2022.01.03
12,2022-01-31 23:59:59,13,다정히 내 이름을 부르면,"경서예지, 전건호 ","55,176,019",1,발라드 ,2021.05.19
13,2022-01-31 23:59:59,14,strawberry moon,아이유 (IU) ,"54,385,384",7,댄스/팝 ,2021.10.19
14,2022-01-31 23:59:59,15,신호등,이무진 ,"53,411,491",5,댄스/팝 ,2021.05.14
